インデキシングフラグ,記号,ドット,タイトル
,C07D 251/08,・・,環原子相互間または環原子と非環原子間に１個の二重結合をもつもの［２］
,C07D 251/10,・・,環原子相互間または環原子と非環原子間に２個の二重結合をもつもの［２］
,C07D 251/12,・・,環原子相互間または環原子と非環原子間に３個の二重結合をもつもの［２］
,C07D 251/14,・・・,環の炭素原子の少なくとも１個に水素原子または炭素原子が直接結合したもの［２］
,C07D 251/16,・・・・,１個の環の炭素原子のみに結合したもの［２］
,C07D 251/18,・・・・・,他の２個の環の炭素原子に窒素原子が直接結合したもの，例．グアナミン［２］
,C07D 251/20,・・・・・,環の炭素原子に直接結合する窒素原子をもたないもの［２］
,C07D 251/22,・・・・,２個の環の炭素原子に結合したもの［２］
,C07D 251/24,・・・・,３個の環の炭素原子に結合したもの［２］
,C07D 251/26,・・・,環の炭素原子に異種原子のみが結合したもの［２］
,C07D 251/28,・・・・,ハロゲン原子のみ，例．シアヌールクロライド［２］
,C07D 251/30,・・・・,酸素原子のみ［２］
,C07D 251/32,・・・・・,シアヌール酸；イソシアヌール酸［２］
,C07D 251/34,・・・・・,シアヌール酸またはイソシアヌール酸のエステル［２］
,C07D 251/36,・・・・・,環の窒素原子に直接結合したハロゲン原子をもつもの［２］
,C07D 251/38,・・・・,硫黄原子［２］
,C07D 251/40,・・・・,窒素原子［２］
,C07D 251/42,・・・・・,１個の窒素原子［２］
,C07D 251/44,・・・・・・,他の２個の環の炭素原子にハロゲン原子が直接結合したもの［２］
,C07D 251/46,・・・・・・,他の２個の環の炭素原子に酸素または硫黄原子が直接結合したもの［２］
,C07D 251/48,・・・・・,２個の窒素原子［２］
,C07D 251/50,・・・・・・,第３番目の環の炭素原子にハロゲン原子が直接結合したもの［２］
,C07D 251/52,・・・・・・,第３番目の環の炭素原子に酸素または硫黄原子が直接結合したもの［２］
,C07D 251/54,・・・・・,３個の窒素原子［２］
,C07D 251/56,・・・・・・,メラミンの製造［２］
,C07D 251/58,・・・・・・・,シアナミド，ジシアナミドまたはカルシウムシアナミドからの製造［２］
,C07D 251/60,・・・・・・・,尿素または二酸化炭素とアンモニアからの製造［２］
,C07D 251/62,・・・・・・,メラミンの精製［２］
,C07D 251/64,・・・・・・,メラミンとアルデヒドとの縮合生成物；その誘導体（ポリ縮合物Ｃ０８Ｇ）［２］
,C07D 251/66,・・・・・・,メラミンの窒素原子に異種原子が直接結合した誘導体［２］
,C07D 251/68,・・・・・・,トリアジニルアミノスチルベン［２］
,C07D 251/70,・・・・・・,他の置換メラミン［２］
,C07D 251/72,・,炭素環または炭素環系と縮合したもの［２］
,C07D 253/00,,異項原子として３個の窒素原子のみをもつ６員環を含有し，Ｃ０７Ｄ２５１／００に属さない複素環式化合物［２］
,C07D 253/02,・,他の環と縮合していないもの［２］
,C07D 253/04,・・,１，２，３―トリアジン［２］
,C07D 253/06,・・,１，２，４―トリアジン［２］
,C07D 253/065,・・・,環原子相互間または環原子と非環原子間に３個の二重結合を有するもの［５］
,C07D 253/07,・・・・,異種原子，または異種原子に対する３個の結合をもち，そのうち多くても１個がハロゲンに対する結合である炭素原子，側，エステルまたはニトリル基，が環の炭素原子に直接結合したもの［５］
,C07D 253/075,・・・・・,３，５位に２個の異種原子［５］
,C07D 253/08,・,炭素環または炭素環系と縮合したもの［２］
,C07D 253/10,・・,縮合した１，２，４―トリアジン；水素添加し縮合した１，２，４―トリアジン［５］
,C07D 255/00,,異項原子として３個の窒素原子のみをもつ環を含有し，グループＣ０７Ｄ２４９／００～Ｃ０７Ｄ２５３／００までに属さない複素環式化合物［２］
,C07D 255/02,・,他の環と縮合していないもの［２］
,C07D 255/04,・,炭素環または炭素環系と縮合したもの［２］
,C07D 257/00,,異項原子として４個の窒素原子のみをもつ環を含有する複素環式化合物［２］
,C07D 257/02,・,他の環と縮合していないもの［２］
,C07D 257/04,・・,５員環［２］
,C07D 257/06,・・・,環の炭素原子に直接結合した窒素原子をもつもの［２］
,C07D 257/08,・・,６員環［２］
,C07D 257/10,・,炭素環または炭素環系と縮合したもの［２］
,C07D 257/12,・・,４個の窒素原子をもつ６員環［２］
,C07D 259/00,,異項原子として５個以上の窒素原子のみをもつ環を含有する複素環式化合物［２］
,,,異項原子として窒素原子および酸素原子のみをもつ複素環式化合物［２］
,C07D 261/00,,１，２―オキサゾールまたは水素添加した１，２―オキサゾール環を含有する複素環式化合物［２］
,C07D 261/02,・,他の環と縮合していないもの［２］
,C07D 261/04,・・,環原子相互間または環原子と非環原子間に１個の二重結合をもつもの［２］
,C07D 261/06,・・,環原子相互間または環原子と非環原子間に２個またはそれ以上の二重結合をもつもの［２］
,C07D 261/08,・・・,環の炭素原子に直接結合した，水素原子，炭化水素または置換炭化水素基のみをもつもの［２］
,C07D 261/10,・・・,異種原子，または異種原子に対する３個の結合をもち，そのうち多くても１個がハロゲンに対する結合である炭素原子，例．エステルまたはニトリル基，が環の炭素原子に直接結合したもの［２］
,C07D 261/12,・・・・,酸素原子［２］
,C07D 261/14,・・・・,窒素原子［２］
,C07D 261/16,・・・・・,ベンゼン―スルホンアミドイソオキサゾール［２］
,C07D 261/18,・・・・,異種原子に対する３個の結合をもち，そのうち多くても１個がハロゲンに対する結合である炭素原子［２］
,C07D 261/20,・,炭素環または炭素環系と縮合したもの［２］
,C07D 263/00,,１，３―オキサゾールまたは水素添加した１，３―オキサゾール環を含有する複素環式化合物［２］
,C07D 263/02,・,他の環と縮合していないもの［２］
,C07D 263/04,・・,環原子相互間または環原子と非環原子間に二重結合をもたないもの［２］
,C07D 263/06,・・・,酸素原子で置換された炭化水素基が環の炭素原子に結合したもの［２］
,C07D 263/08,・・,環原子相互間または環原子と非環原子間に１個の二重結合をもつもの［２］
,C07D 263/10,・・・,環の炭素原子に水素，炭化水素基または置換炭化水素基のみが直接結合したもの［２］
,C07D 263/12,・・・・,水素原子および炭素原子のみを含有する置換基をもつもの［２］
,C07D 263/14,・・・・,酸素原子で置換された基をもつもの［２］
,C07D 263/16,・・・,異種原子，または異種原子に対する３個の結合をもち，そのうち多くても１個がハロゲンに対する結合である炭素原子，例．エステルまたはニトリル基，が環の炭素原子に直接結合したもの［２］
,C07D 263/18,・・・・,酸素原子［２］
,C07D 263/20,・・・・・,２位に結合したもの［２］
,C07D 263/22,・・・・・・,環の他の炭素原子に，水素原子または水素原子と炭素原子のみを含有する基のみが直接結合したもの［２］
,C07D 263/24,・・・・・・,環の他の炭素原子に，酸素原子で置換された炭化水素基が結合したもの［２］
,C07D 263/26,・・・・・・,環の窒素原子に，異種原子またはアシル基が直接結合したもの［２］
,C07D 263/28,・・・・,ニトロ基の一部でない窒素原子［２］
,C07D 263/30,・・,環原子相互間または環原子と非環原子間に２個または３個の二重結合をもつもの［２］
,C07D 263/32,・・・,環の炭素原子に，水素原子，炭化水素基または置換炭化水素基のみが直接結合したもの［２］
,C07D 263/34,・・・,異種原子，または異種原子に対する３個の結合をもち，そのうち多くても１個がハロゲンに対する結合である炭素原子，例．エステルまたはニトリル基，が環の炭素原子に直接結合したもの［２］
,C07D 263/36,・・・・,１個の酸素原子［２］
,C07D 263/38,・・・・・,２位に結合したもの［２］
,C07D 263/40,・・・・・,４位に結合したもの［２］
,C07D 263/42,・・・・・,５位に結合したもの［２］
,C07D 263/44,・・・・,２個の酸素原子［２］
,C07D 263/46,・・・・,硫黄原子［２］
,C07D 263/48,・・・・,ニトロ基の一部でない窒素原子［２］
,C07D 263/50,・・・・・,ベンゼン―スルホンアミドオキサゾール［２］
,C07D 263/52,・,炭素環または炭素環系と縮合したもの［２］
,C07D 263/54,・・,ベンズオキサゾール；水素添加したベンズオキサゾール［２］
,C07D 263/56,・・・,２位に，水素原子，炭化水素基または置換炭化水素基のみが直接結合したもの［２］
,C07D 263/57,・・・・,アリールまたは置換アリール基［５］
,C07D 263/58,・・・,異種原子，または異種原子に対する３個の結合をもち，そのうち多くても１個がハロゲンに対する結合である炭素原子，例．エステルまたはニトリル基，が２位に直接結合したもの［２］
,C07D 263/60,・・,ナフトオキサゾール；水素添加したナフトオキサゾール［２］
,C07D 263/62,・・,１，３―オキサゾール含有縮合環を２個またはそれ以上もつもの［２］
,C07D 263/64,・・・,６員芳香族環またはそのような環を含有する環系を有する鎖により２，２’位で結合しているもの［５］
,C07D 265/00,,異項原子として１個の窒素原子と１個の酸素原子のみをもつ６員環を含有する複素環式化合物［２］
,＜注＞,,環の炭素原子に水素原子のみが直接結合するモルホリンは，グループ２９５／００に分類する。［２］
,C07D 265/02,・,１，２―オキサジン；水素添加した１，２―オキサジン［２］
,C07D 265/04,・,１，３―オキサジン；水素添加した１，３―オキサジン［２］
,C07D 265/06,・・,他の環と縮合していないもの［２］
,C07D 265/08,・・・,環原子相互間または環原子と非環原子間に１個の二重結合をもつもの［２］
,C07D 265/10,・・・・,環の炭素原子に直接結合した酸素原子をもつもの［２］
,C07D 265/12,・・,炭素環または炭素環系と縮合したもの［２］
,C07D 265/14,・・・,１個の６員環と縮合したもの［２］
,C07D 265/16,・・・・,２位および４位に水素原子または炭素原子のみが直接結合したもの［２］
,C07D 265/18,・・・・,２位に異種原子が直接結合したもの［２］
,C07D 265/20,・・・・,４位に異種原子が直接結合したもの［２］
,C07D 265/22,・・・・・,酸素原子［２］
,C07D 265/24,・・・・,２位および４位に異種原子が直接結合したもの［２］
,C07D 265/26,・・・・・,２個の酸素原子，例．イサト酸無水物［２］
,C07D 265/28,・,１，４―オキサジン；水素添加した１，４―オキサジン［２］
,C07D 265/30,・・,他の環と縮合していないもの［２］
,C07D 265/32,・・・,環の炭素原子に直接結合した酸素原子をもつもの［２］
,C07D 265/33,・・・・,３，５位に２個の酸素原子［５］
,C07D 265/34,・・,炭素環と縮合したもの［２］
,C07D 265/36,・・・,１個の６員環と縮合したもの［２］
,C07D 265/38,・・・,２個の６員環と〔ｂ，ｅ〕―縮合したもの［２］
,C07D 267/00,,異項原子として１個の窒素原子と１個の酸素原子のみをもつ７員以上の環を含有する複素環式化合物［２］
,C07D 267/02,・,７員環［２］
,C07D 267/04,・・,１，２位に異項原子をもつもの［２］
,C07D 267/06,・・,１，３位に異項原子をもつもの［２］
,C07D 267/08,・・,１，４位に異項原子をもつもの［２］
,C07D 267/10,・・・,他の環と縮合していないもの［２］
,C07D 267/12,・・・,炭素環または炭素環系と縮合したもの［２］
,C07D 267/14,・・・・,１個の６員環と縮合したもの［２］
,C07D 267/16,・・・・,２個の６員環と縮合したもの［２］
,C07D 267/18,・・・・・,〔ｂ，ｅ〕―縮合［２］
,C07D 267/20,・・・・・,〔ｂ，ｆ〕―縮合［２］
,C07D 267/22,・,８員環［２］
,C07D 269/00,,異項原子として１個の窒素原子と１個の酸素原子のみをもつ環を含有し，Ｃ０７Ｄ２６１／００～Ｃ０７Ｄ２６７／００までの２以上のメイングループに一致する複素環式化合物［２］
,C07D 269/02,・,１，３位に異項原子をもつもの［２］
,C07D 271/00,,異項原子として２個の窒素原子と１個の酸素原子のみをもつ５員環を含有する複素環式化合物［２］
,C07D 271/02,・,他の環と縮合していないもの［２］
,C07D 271/04,・・,１，２，３―オキサジアゾール；水素添加した１，２，３―オキサジアゾール［２］
,C07D 271/06,・・,１，２，４―オキサジアゾール；水素添加した１，２，４―オキサジアゾール［２］
,C07D 271/07,・・・,環の炭素原子に直接結合した酸素，硫黄またはニトロ基の一部でない窒素原子をもつもの［５］
,C07D 271/08,・・,１，２，５―オキサジアゾール；水素添加した１，２，５―オキサジアゾール［２］
,C07D 271/10,・・,１，３，４―オキサジアゾール；水素添加した１，３，４―オキサジアゾール［２］
,C07D 271/107,・・・,２，５位に結合した２個のアリールまたは置換アリール基をもつもの［５］
,C07D 271/113,・・・,環の炭素原子に直接結合した酸素，硫黄またはニトロ基の一部でない窒素原子をもつもの［５］
,C07D 271/12,・,炭素環または炭素環系と縮合したもの［２］
,C07D 273/00,,異項原子として窒素原子と酸素原子のみをもつ環を含有し，グループＣ０７Ｄ２６１／００～Ｃ０７Ｄ２７１／００までに属さない複素環式化合物［２］
,C07D 273/01,・,１個の窒素原子をもつもの［３］
,C07D 273/02,・,２個の窒素原子および１個の酸素原子をもつもの［２］
,C07D 273/04,・・,６員環［２］
,C07D 273/06,・・,７員環［２］
,C07D 273/08,・,２個の窒素原子および２個以上の酸素原子をもつもの［３］
,,,異項原子として窒素原子と硫黄原子のみをもつ複素環式化合物［２］
,C07D 275/00,,１，２―チアゾールまたは水素添加した１，２―チアゾール環を含有する複素環式化合物［２］
,C07D 275/02,・,他の環と縮合していないもの［２］
,C07D 275/03,・・,異種原子，または異種原子に対する３個の結合をもち，そのうち多くても１個がハロゲンに対する結合である炭素原子，例．エステルまたはニトリル基が環の炭素原子に直接結合したもの［５］
,C07D 275/04,・,炭素環または炭素環系と縮合したもの［２］
,C07D 275/06,・・,環の硫黄原子に異種原子が直接結合したもの［２］
,C07D 277/00,,１，３―チアゾールまたは水素添加した１，３―チアゾール環を含有する複素環式化合物［２］
,C07D 277/02,・,他の環と縮合していないもの［２］
,C07D 277/04,・・,環原子相互間または環原子と非環原子間に二重結合をもたないもの［２］
,C07D 277/06,・・・,異種原子に対する３個の結合をもち，そのうち多くても１個がハロゲンに対する結合である炭素原子，例．エステルまたはニトリル基，が環の炭素原子に直接結合したもの［２］
,C07D 277/08,・・,環原子相互間または環原子と非環原子間に１個の二重結合をもつもの［２］
,C07D 277/10,・・・,環の炭素原子に，水素原子，炭化水素基または置換炭化水素基のみが直接結合したもの［２］
,C07D 277/12,・・・,異種原子，または異種原子に対する３個の結合をもち，そのうち多くても１個がハロゲンに対する結合である炭素原子，例．エステルまたはニトリル基，が環の炭素原子に直接結合したもの［２］
,C07D 277/14,・・・・,酸素原子［２］
,C07D 277/16,・・・・,硫黄原子［２］
,C07D 277/18,・・・・,窒素原子［２］
,C07D 277/20,・・,環原子相互間または環原子と非環原子間に２個または３個の二重結合をもつもの［２］
,C07D 277/22,・・・,環の炭素原子に，水素原子，炭化水素基または置換炭化水素基のみが直接結合したもの［２］
,C07D 277/24,・・・・,酸素原子で置換された基［２］
,C07D 277/26,・・・・,硫黄原子で置換された基［２］
,C07D 277/28,・・・・,窒素原子で置換された基［２］
,C07D 277/30,・・・・,異種原子に対する３個の結合をもち，そのうち多くても１個がハロゲンに対する結合である炭素原子，例．エステルまたはニトリル基，で置換された基［２］
,C07D 277/32,・・・,異種原子，または異種原子に対する３個の結合を有し，そのうち多くても１個がハロゲンに対する結合である炭素原子，例．エステルまたはニトリル基，が環の炭素原子に直接結合したもの［２］
,C07D 277/34,・・・・,酸素原子［２］
,C07D 277/36,・・・・,硫黄原子［２］
,C07D 277/38,・・・・,窒素原子［２］
,C07D 277/40,・・・・・,非置換のアミノまたはイミノ基［２］
,C07D 277/42,・・・・・,炭化水素または置換炭化水素基で置換されたアミノまたはイミノ基［２］
,C07D 277/44,・・・・・,アシル化されたアミノまたはイミノ基［２］
,C07D 277/46,・・・・・・,カルボン酸，またはその硫黄または窒素類似体によるもの［２］
,C07D 277/48,・・・・・・,炭酸，またはその硫黄または窒素類似体から誘導された基によるもの，例．カルボニルグアニジン［２］
,C07D 277/50,・・・・・,異種原子と結合した窒素原子［２］
,C07D 277/52,・・・・・・,硫黄原子に結合したもの，例．スルホンアミド［２］
,C07D 277/54,・・・・,窒素原子，および酸素または硫黄のいずれかの原子［２］
,C07D 277/56,・・・・,異種原子に対する３個の結合をもち，そのうち多くても１個がハロゲンに対する結合である炭素原子［２］
,C07D 277/58,・・・・,ニトロ基［２］
1,C07D 277/587,・・・,異種原子に対する３個の結合をもち，そのうち多くても１個がハロゲンに対する結合である炭素原子，例．エステルまたはニトリル基，で置換された脂肪族炭化水素基が環の炭素原子に直接結合したもの，そしてその脂肪族基は環からみてアルファ位が異種原子で置換されている，例．「図」図においてｍ≧０，Ｚは単結合または二重結合の異種原子を示す［５］
,C07D 277/593,・・・・,Ｚが二重結合の酸素または二重結合の窒素であり，その窒素は置換されてもよいオキシイミノ基の一部であるもの［５］
,C07D 277/60,・,炭素環または炭素環系と縮合したもの［２］
,C07D 277/62,・・,ベンゾチアゾール［２］
,C07D 277/64,・・・,２位に炭化水素基または置換炭化水素基のみが結合したもの［２］
,C07D 277/66,・・・・,２位に芳香環または環系が直接結合したもの［２］
,C07D 277/68,・・・,異種原子，または異種原子に対する３個の結合をもち，そのうち多くても１個がハロゲンに対する結合である炭素原子，例．エステルまたはニトリル基，が２位に直接結合したもの［２］
,C07D 277/70,・・・・,硫黄原子［２］
,C07D 277/72,・・・・・,２―メルカプトベンゾチアゾール［２］
,C07D 277/74,・・・・・,炭素原子で置換された硫黄原子［２］
,C07D 277/76,・・・・・,第２番目の異種原子と結合した硫黄原子［２］
,C07D 277/78,・・・・・・,第２番目の硫黄原子と結合したもの［２］
,C07D 277/80,・・・・・・,窒素原子と結合したもの［２］
,C07D 277/82,・・・・,窒素原子［２］
,C07D 277/84,・・,ナフトチアゾール［２］
,C07D 279/00,,異項原子として１個の窒素原子と１個の硫黄原子のみをもつ６員環を含有する複素環式化合物［２］
,＜注＞,,環の炭素原子に水素原子のみが結合したチオモルホリンは，グループ２９５／００に分類する。［２］
,C07D 279/02,・,１，２―チアジン；水素添加した１，２―チアジン［２］
,C07D 279/04,・,１，３―チアジン；水素添加した１，３―チアジン［２］
,C07D 279/06,・・,他の環と縮合していないもの［２］
,C07D 279/08,・・,炭素環または炭素環系と縮合したもの［２］
,C07D 279/10,・,１，４―チアジン；水素添加した１，４―チアジン［２］
,C07D 279/12,・・,他の環と縮合していないもの［２］
,C07D 279/14,・・,炭素環または炭素環系と縮合したもの［２］
,C07D 279/16,・・・,１個の６員環と縮合したもの［２］
,C07D 279/18,・・・,２個の６員環と〔ｂ，ｅ〕―縮合したもの［２］
,C07D 279/20,・・・・,環の窒素原子に水素原子が直接結合したもの［２］
,C07D 279/22,・・・・,環の窒素原子に炭素原子が直接結合したもの［２］
,C07D 279/24,・・・・・,環の窒素原子に，アミノ基で置換された炭化水素基が結合したもの［２］
,C07D 279/26,・・・・・・,環系に他の置換基をもたないもの［２］
,C07D 279/28,・・・・・・,環系に他の置換基をもつもの［２］
,C07D 279/30,・・・・・,環の窒素原子にアシル基が結合したもの［２］
,C07D 279/32,・・・・,環の窒素原子に異種原子が直接結合したもの［２］
,C07D 279/34,・・・・,環の硫黄原子に異種原子が直接結合したもの［２］
,C07D 279/36,・・・,〔ｂ，ｅ〕―結合したものであって少なくとも１方が縮合ベンゼン環系であるもの［２］
,C07D 281/00,,異項原子として１個の窒素原子と１個の硫黄原子のみをもつ７員以上の環を含有する複素環式化合物［２］
,C07D 281/02,・,７員環［２］
,C07D 281/04,・・,１，４位に異項原子をもつもの［２］
,C07D 281/06,・・・,他の環と縮合していないもの［２］
,C07D 281/08,・・・,炭素環または炭素環系と縮合したもの［２］
,C07D 281/10,・・・・,６員環と縮合したもの［２］
,C07D 281/12,・・・・,２個の６員環と縮合したもの［２］
,C07D 281/14,・・・・・,〔ｂ，ｅ〕―縮合したもの［２］
,C07D 281/16,・・・・・,〔ｂ，ｆ〕―縮合したもの［２］
,C07D 281/18,・,８員環［２］
,C07D 283/00,,異項原子として１個の窒素原子と１個の硫黄原子のみをもつ環を含有し，Ｃ０７Ｄ２７５／００～Ｃ０７Ｄ２８１／００までの２以上のメイングループに一致する複素環式化合物［２］
,C07D 283/02,・,１，３位に異項原子をもつもの［２］
,C07D 285/00,,異項原子として窒素原子と硫黄原子のみをもつ環を含有し，グループＣ０７Ｄ２７５／００～Ｃ０７Ｄ２８３／００までに属さない複素環式化合物［２］
,C07D 285/01,・,５員環［５］
,C07D 285/02,・・,チアジアゾール；水素添加したチアジアゾール［２，５］
,C07D 285/04,・・・,他の環と結合していないもの［２，５］
,C07D 285/06,・・・・,１，２，３―チアジアゾール；水素添加した１，２，３―チアジアゾール［２，５］
,C07D 285/08,・・・・,１，２，４―チアジアゾール；水素添加した１，２，４―チアジアゾール［２，５］
,C07D 285/10,・・・・,１，２，５―チアジアゾール；水素添加した１，２，５―チアジアゾール［２，５］
,C07D 285/12,・・・・,１，３，４―チアジアゾール；水素添加した１，３，４―チアジアゾール［２，５］
,C07D 285/125,・・・・・,酸素原子，硫黄原子またはニトロ基の一部でない窒素原子が環の炭素原子に直接結合したもの［５］
,C07D 285/13,・・・・・・,酸素原子［５］
,C07D 285/135,・・・・・・,窒素原子［５］
,C07D 285/14,・・・,炭素環または炭素環系と縮合したもの［２，５］
,C07D 285/15,・,６員環［５］
,C07D 285/16,・・,チアジアジン；水素添加したチアジアジン［２，５］
,C07D 285/18,・・・,１，２，４―チアジアジン；水素添加した１，２，４―チアジアジン［２，５］
,C07D 285/20,・・・・,炭素環または炭素環系と縮合したもの［２，５］
,C07D 285/22,・・・・・,１個の６員環と縮合したもの［２，５］
,C07D 285/24,・・・・・・,環の硫黄原子に酸素原子が直接結合したもの［２，５］
,C07D 285/26,・・・・・・・,６位または７位にスルファモイル基または置換スルファモイル基が置換したもの［２，５］
,C07D 285/28,・・・・・・・・,３位に，水素原子または水素原子と炭素原子のみを含有する基のみが直接結合したもの［２，５］
,C07D 285/30,・・・・・・・・,３位に，異種原子で置換された炭化水素基が結合したもの［２，５］
,C07D 285/32,・・・・・・・・,異種原子，または異種原子に対する３個の結合をもち，そのうち多くても１個がハロゲンに対する結合である炭素原子，例エステルまたはニトリル基，が３位に直接結合したもの［２，５］
,C07D 285/34,・・・,１，３，５―チアジアジン；水素添加した１，３，５―チアジアジン［２，５］
,C07D 285/36,・,７員環［２］
,C07D 285/38,・,８員環［２］
,,,＜見出し終了＞
,C07D 291/00,,異項原子として窒素，酸素および硫黄原子のみをもつ環を含有する複素環式化合物［２］
,C07D 291/02,・,他の環と縮合していないもの［２］
,C07D 291/04,・・,５員環［２］
,C07D 291/06,・・,６員環［２］
,C07D 291/08,・,炭素環または炭素環系と縮合したもの［２］
,C07D 293/00,,異項原子として，窒素とセレンまたは窒素とテルル原子をもつ環を含有する複素環式化合物で，酸素または硫黄原子を含有または含有しない化合物［２］
,C07D 293/02,・,他の環と縮合していないもの［２］
,C07D 293/04,・・,５員環［２］
,C07D 293/06,・・・,セレナゾール；水素添加したセレナゾール［２］
,C07D 293/08,・・,６員環［２］
,C07D 293/10,・,炭素環または炭素環系と縮合したもの［２］
,C07D 293/12,・・,セレナゾール；水素添加したセレナゾール［２］
,C07D 295/00,,環の炭素原子に水素原子のみが直接結合した，少なくとも５員環のポリメチレン―イミン環，３―アザビシクロ〔３．２．２〕ノナン，ピペラジン，モルホリンまたはチオモルホリン環を含有する複素環式化合物［２］
,C07D 295/02,・,異項原子以外に水素および炭素原子のみを含有するもの［２］
,C07D 295/023,・・,製造；分離；安定化；添加剤の使用［５］
,C07D 295/027,・・,１個の複素環のみを含有するもの［５］
,C07D 295/03,・・・,環の窒素原子に非環式炭素原子が直接結合したもの［５］
,C07D 295/033,・・・,環の窒素原子に炭素環が直接結合したもの［５］
,C07D 295/037,・・,環の窒素原子に四級化されたもの［５］
,C07D 295/04,・,環の窒素原子に，置換された炭化水素基が結合したもの［２］
,C07D 295/06,・・,ハロゲン原子またはニトロ基で置換されたもの［２］
,C07D 295/067,・・・,環の窒素原子および置換基が炭素環によって中断されていない同じ炭素鎖に結合したもの［５］
,C07D 295/073,・・・,環の窒素原子および置換基が炭素環によりまたは炭素環で中断された炭素鎖により分離されたもの［５］
,C07D 295/08,・・,単結合の酸素または硫黄原子で置換されたもの［２］
,C07D 295/084,・・・,環の窒素原子および酸素または硫黄原子が炭素環によって中断されていない同じ炭素鎖に結合したもの［５］
,C07D 295/088,・・・・,非環式飽和鎖に結合したもの［５］
,C07D 295/092,・・・・,鎖に結合した芳香族基を有するもの［５］
,C07D 295/096,・・・,環の窒素原子および酸素または硫黄原子が炭素環によりまたは炭素環で中断された炭素鎖により分離されたもの［５］
,C07D 295/10,・・,二重結合の酸素または硫黄原子で置換されたもの［２］
,C07D 295/104,・・・,環の窒素原子および二重結合の酸素または硫黄原子が炭素環によって中断されていない同じ炭素鎖に結合したもの［５］
,C07D 295/108,・・・・,非環式飽和鎖に結合したもの［５］
,C07D 295/112,・・・,環の窒素原子および二重結合の酸素または硫黄原子が炭素環によりまたは炭素環で中断された炭素鎖により分離されたもの［５］
,C07D 295/116,・・・・,炭素環に直接結合した二重結合の酸素または硫黄原子を有するもの［５］
,C07D 295/12,・・,単結合または二重結合の窒素原子で置換されたもの（ニトロ基Ｃ０７Ｄ２９５／０６）［２］
,C07D 295/125,・・・,環の窒素原子および置換窒素原子が炭素環によって中断されていない同じ炭素鎖に結合したもの［５］
,C07D 295/13,・・・・,非環式飽和鎖に結合したもの［５］
,C07D 295/135,・・・,環の窒素原子および置換窒素原子が炭素環によりまたは炭素環で中断された炭素鎖により分離されたもの［５］
,C07D 295/14,・・,異種原子に対する３個の結合をもち，そのうち多くても１個がハロゲンに対する結合である炭素原子，例．エステルまたはニトリル基，で置換されたもの［２］
,C07D 295/145,・・・,環の窒素原子および異種原子に対する３個の結合をもつ炭素原子が，炭素環によって中断されていない同じ炭素鎖に結合したもの［５］
,C07D 295/15,・・・・,非環式飽和鎖に結合したもの［５］
,C07D 295/155,・・・,環の窒素原子および異種原子に対する３個の結合をもつ炭素原子が，炭素環によりまたは炭素環で中断された炭素鎖により分離されたもの［５］
,C07D 295/16,・,環の窒素原子がアシル化されたもの［２］
,C07D 295/18,・・,カルボン酸またはその硫黄もしくは窒素類似体から誘導された基によるアシル化物［２］
,C07D 295/182,・・・,カルボン酸から誘導された基［５］
,C07D 295/185,・・・・,脂肪族カルボン酸から誘導された基［５］
,C07D 295/192,・・・・,芳香族カルボン酸から誘導された基［５］
,C07D 295/194,・・・,チオカルボン酸またはチオノカルボン酸から誘導された基［５］
,C07D 295/195,・・・,カルボン酸の窒素類似体から誘導された基［５］
,C07D 295/20,・・,炭酸またはその硫黄または窒素類似体から誘導された基によるもの［２］
,C07D 295/205,・・・,炭酸から誘導された基［５］
,C07D 295/21,・・・,炭酸の硫黄類似体から誘導された基［５］
,C07D 295/215,・・・,炭酸の窒素類似体から誘導された基［５］
,C07D 295/22,・,環の窒素原子に異種原子が直接結合したもの［２］
,C07D 295/24,・・,酸素原子［５］
,C07D 295/26,・・,硫黄原子［５］
,C07D 295/28,・・,窒素原子［５］
,C07D 295/30,・・・,アシル化されないもの［５］
,C07D 295/32,・・・,カルボン酸または炭酸，あるいはそれらの窒素または硫黄類似体でアシル化されたもの［５］
,,,異項原子として，酸素原子を含有し，硫黄，セレンまたはテルル原子を含有または含有しない複素環式化合物［２］
,C07D 301/00,,オキシランの製造［２］
,C07D 301/02,・,オキシラン環の合成［２］
,C07D 301/03,・・,不飽和化合物の，または不飽和および飽和化合物混合物の酸化によるもの［３］
,C07D 301/04,・・・,空気または分子状酸素を用いるもの［２，３］
,C07D 301/06,・・・・,液相で行なうもの［２，３］
,C07D 301/08,・・・・,気相で行なうもの［２，３］
,C07D 301/10,・・・・・,銀または金を含有する触媒を用いるもの［２，３］
,C07D 301/12,・・・,過酸化水素，または無機過酸化物または無機過酸を用いるもの［２，３］
,C07D 301/14,・・・,有機過酸，またはその塩，その無水物またはそのエステルを用いるもの［２，３］
,C07D 301/16,・・・・,その場で形成した有機過酸またはその塩，その無水物またはそのエステルによる酸化，例．カルボン酸および過酸化水素とから形成したものによる。［２，３］
,C07D 301/18,・・・・・,多塩基カルボン酸からのもの［２，３］
,C07D 301/19,・・・,有機ハイドロパーオキサイドを用いるもの［３］
,C07D 301/22,・・,空気または分子状酸素を用いた飽和化合物の酸化によるもの（不飽和化合物と飽和化合物の混合物の酸化Ｃ０７Ｄ３０１／０４）［２］
