インデキシングフラグ,記号,ドット,タイトル
,D06C  15/06,・,ロールおよびそれと共動する可とう性材からなる運動表面，例．帯，の間を利用するもの
,D06C  15/08,・,ロール
,D06C  15/10,・,プレス機の平板間を利用するもの
,D06C  15/12,・・,布帛の立毛のプレス
,D06C  15/14,・,打布
,D06C  17/00,,縮じゅう
,D06C  17/02,・,ロールによるもの
,D06C  17/04,・,ハンマまたはビータによるもの
,D06C  19/00,,柔布または布帛の柔軟化（伸張によるものＤ０６Ｃ３／００；カレンダがけ，プレスまたは打布によるものＤ０６Ｃ１５／００；縮じゅうによるものＤ０６Ｃ１７／００）
,D06C  21/00,,加圧収縮
,D06C  23/00,,布帛への模様または意匠の付与（捺染によるものＢ４１Ｆ；一般的な装飾Ｂ４４）
,D06C  23/02,・,毛焼き，起毛，剪毛，腐食またはブラッシングによるもの
,D06C  23/04,・,収縮，エンボス，もく目出しまたはしぼ出しによるもの
,D06C  25/00,,布耳またはその他の側縁の処理，例．硬化（布耳の整形Ｄ０６Ｃ１３／１２；織機上での布耳の形成，例．接着剤によるもの，Ｄ０３Ｄ４７／４０）
,D06C  27/00,,他に分類されない，布帛の仕上げまたは化粧仕上げのための方法または装置の組み合わせ
,D06C  29/00,,このサブクラスの他のグループに分類されない，布帛の仕上げまたは化粧仕上げ
,D06F,,布帛製品の洗たく，乾燥，アイロンかけ，プレスまたは折り畳み（帽子の形どり，押しつけ，蒸気あてまたは伸ばしに関する装置Ａ４２Ｃ；液体，気体または蒸気による繊維材料の処理Ｄ０６Ｂ；化学的事項は，Ｄ０６Ｌ，Ｄ０６Ｍを参照）
,＜注＞,,（１）このサブクラスは以下のものを包含する：
,,,―揮発性溶剤を用いた家庭または営業用ドライクリーニング装置；
,,,―衣料，リンネル製品またはその他の布帛製品の家庭，洗たく業または仕立業用アイロンかけまたはその他の熱プレス。
,,,（２）このサブクラスは，Ｄ０６Ｂ，Ｃに包含される布帛製造工程中の絞搾，洗たく，ドライクリーニング，アイロンかけまたはその他の熱プレスは包含しない。
,＜索引＞,,容器；別個の容器と共に用いる移動可能な器具　１／００；７／００
,,,手用道具　５／００
,,,手用洗濯道具
,,,容器；手用摩擦装置；雑具　１／００；３／００
,,,洗たく機
,,,ブラシ，ローラを用いるもの　９／００，１１／００
,,,不動の容器を備えるもの：かく拌器を用いるもの；打ちたたきまたは圧搾手段を用いるもの；液のかく拌によるもの；付加的な乾燥手段をもつもの　１３／００；１５／００；１７／００；１８／００
,,,動く容器を備えるもの
,,,回転運動をするもの，例．振動形：洗たくのためのもの；洗たくおよび排水のためのもの；付加的な乾燥手段をもつ洗たくおよび排水のためのもの　２１／００；２３／００；２５／００
,,,全体が動くもの，例．往復運動あるいは揺動　２７／００
,,,洗たくに震動を用いるもの　１９／００
,,,上記機械の細部　１／００，７／００，３７／００，３９／００
,,,他の装置または機械との結合　２９／００，３１／００
,,,洗たく工程の制御　３３／００
,,,他の洗たく機械または方法　３５／００
,,,すすぎ装置　２９／００，４１／００
,,,ドライクリーニング　４３／００
,,,リンネル製品からの脱水；冷ローラによる平滑加工
,,,ローラによるもの；プレスによるもの　４５／００；４７／００
,,,容器の運動による遠心力利用によるもの　２３／００，２５／００，４９／００
,,,他に分類されない装置　５１／００
,,,乾燥；空気乾燥
,,,物干し綱；干し物止め；その他の支持手段　５３／００；５５／００；５７／００
,,,乾燥器　５８／００
,,,乾燥対象物の形を維持する特殊な支持具　５９／００
,,,他の乾燥　６０／００
,,,アイロンかけ；プレス
,,,アイロンかけ
,,,手によるもの：
,,,アイロン；付属品；アイロンかけ台　７５／００；７７／００，７９／００；８１／００
,,,機械によるもの：
,,,ローラを用いるもの；平板と協働するローラを用いるもの；曲面と協働するローラを用いるもの　６１／００；６３／００；６５／００
,,,細部　６７／００
,,,その他のアイロンかけ機械　６９／００
,,,プレス
,,,熱または冷プレス；加熱または蒸気手段を備える成形機を用いることによる平滑加工　７１／００；７３／００
,,,備品のカバーまたはパッド，製品とアイロンかけ面またはプレス面との間に介在させるもの　８３／００，８５／００
,,,補助装置；ラウンドリーシステム
,,,リンネル製品のプレス準備；折り畳み；のり付け；計数，仕分け，印付け　８７／００；８９／００；９１／００；９３／００
,,,ラウンドリーシステム，装置または機械の配置　９５／００
,,,洗たく；すすぎ；ドライクリーニング
,D06F   1/00,,洗たく容器（洗たく機に関するものＤ０６Ｆ３７／００，Ｄ０６Ｆ３９／００）
,D06F   1/02,・,洗たくだらい，その支持具
,D06F   1/04,・・,波形断面を持ったたらい壁または底（摩擦板Ｄ０６Ｆ３／０２）
,D06F   1/06,・,洗たくボイラー用容器
,D06F   1/08,・・,加熱による水循環に対する特殊な手段をもつもの，例．水噴射式洗たく機
,D06F   1/10,・,カバー；ハンドル
,D06F   1/12,・,洗たく容器内の衣料を支持する格子たなまたは類似の構造を持った他の硬質開口の骨組み容器
,D06F   3/00,,手用摩擦装置（波形たらい壁Ｄ０６Ｆ１／０４）
,D06F   3/02,・,摩擦板
,D06F   3/04,・,手用摩擦具，例．表面にひだを有する手袋
,D06F   5/00,,洗たくに関する手道具，例．棒（手用摩擦具Ｄ０６Ｆ３／００；ブラシＡ４６Ｂ）
,D06F   5/02,・,プランジャ，洗たく棒，杆，圧搾機またはその類似物
,D06F   5/04,・・,洗たくだらいのような容器に取りはずし自在な取り付け具として適用されるもの
,D06F   5/06,・,把（は）持具
,D06F   7/00,,どんな特殊な容器にも独立して使用することができる洗たく具，例．洗たくだらい，浴槽等に取りはずし自在に取り付けるもの
,D06F   7/02,・,回転羽根車形のもの
,D06F   7/04,・,振動形のもの
,D06F   7/06,・,空気による洗たく液かくはん
,D06F   9/00,,ブラシ形洗たく機械
,D06F  11/00,,ローラを用いる洗たく機械，例．マングル形のローラを用いるもの
,D06F  13/00,,内部に洗たく物に接触するかくはん器を備えた不動の容器をもつ洗たく機（容器に取りはずし自在な取り付け具として適用されるプランジャまたはその類似物Ｄ０６Ｆ５／０４；どんな特殊な容器にも独立して用いることができる洗たく具Ｄ０６Ｆ７／００）
,D06F  13/02,・,内部のかくはん器が単に振動回転するもの
,D06F  13/04,・,内部のかくはん器が単に軸方向の運動をするもの
,D06F  13/06,・,内部のかくはん器が回転運動，例．振動回転，と共に軸方向の運動をするもの
,D06F  13/08,・,内部のかくはん器が旋回または軌道運動をするもの
,D06F  15/00,,内部に打ちたたき，摩擦または圧搾手段を備えた不動の容器をもつ洗たく機（容器に関する取りはずし自在の取り付け具として適用されるプランジャまたはその類似物Ｄ０６Ｆ５／０４；マングル形洗たく機Ｄ０６Ｆ１１／００）
,D06F  15/02,・,内部の洗たく物が柔軟な仕切り板または袋により圧搾されるもの
,D06F  17/00,,内部における洗たく作用が単に洗たく液の循環，かくはんのみにより行われる不動の容器をもつ洗たく機（どんな特殊な容器にも独立して使用することができる洗たく具Ｄ０６Ｆ７／００；振動によるものＤ０６Ｆ１９／００）
,D06F  17/02,・,ポンプによるもの（Ｄ０６Ｆ１７／０４が優先）
,D06F  17/04,・,もっぱら水の噴流によるもの
,D06F  17/06,・,回転羽根車によるもの
,D06F  17/08,・・,羽根車の駆動装置
,D06F  17/10,・・,羽根車
,D06F  17/12,・,もっぱら洗たく液内に導入されるガス，例．空気または蒸気によるもの
,D06F  18/00,,静止の洗たく容器を備え，さらに乾燥手段をもつ洗たく機（乾燥のみに関する細部Ｄ０６Ｆ５８／００）［３］
,D06F  19/00,,振動を用いる洗たく機（どんな特殊な容器にも独立して使用することができる振動形器具Ｄ０６Ｆ７／０４）
,D06F  21/00,,回転運動，例．振動運動，する容器，例．穴をもつもの，を備えた洗たく機（洗たくと遠心脱水とを行う容器をもったものＤ０６Ｆ２３／００，Ｄ０６Ｆ２５／００；一体となって軸周りを動く容器をもったものＤ０６Ｆ２７／００；プログラム制御関係Ｄ０６Ｆ３３／００）
,D06F  21/02,・,水平軸周り
,D06F  21/04,・・,封入容器内で行われるもの
,D06F  21/06,・,垂直軸周り
,D06F  21/08,・・,封入容器内で行われるもの
,D06F  21/10,・,傾斜軸周り
,D06F  21/12,・,動揺運動をするもの
,D06F  21/14,・,容器に固定されていないまたは容器の一部となっていない摩擦または打ちたたき手段をもつもの
,D06F  23/00,,回転運動，例．振動運動，する容器，例．穴をもつもの，を備えた洗たく機で，その容器が洗たくと遠心脱水とを共に行うもの（更に乾燥手段をももつものＤ０６Ｆ２５／００；プログラム制御関係Ｄ０６Ｆ３３／００）
,D06F  23/02,・,水平軸周りの回転または振動
,D06F  23/04,・,垂直軸周りの回転または振動
,D06F  23/06,・,傾斜軸周りの回転または振動
,D06F  25/00,,回転運動，例．振動運動，し，洗たくと遠心脱水の両者に用いる容器，例．穴あき，を備え，さらに乾燥手段，例．加熱空気を用いて，をもつ洗たく機（プログラム制御関係Ｄ０６Ｆ３３／００；乾燥のみに関する細部Ｄ０６Ｆ５８／００）
,D06F  27/00,,一体となって動く，例．往復運動，揺動，容器を備える洗たく機
,D06F  29/00,,共通のフレーム内に他の別個な装置，例．すすぎ装置，を備える洗たく機の結合体
,D06F  29/02,・,流体抽出装置を備えるもの（ローラ絞り器をもつものＤ０６Ｆ４５／１２）
,D06F  31/00,,数個の洗たく機または洗たくユニット，例．流水作業装置，からなる洗たく設備
,D06F  33/00,,洗濯機の連続操作制御，例．洗濯と乾燥サイクルのためのプログラム制御装置（Ｄ０６Ｆ３１／００が優先）
,D06F  33/02,・,電気的なもの
,D06F  33/04,・,非電気的なもの
,D06F  33/06,・・,事実上機械的なもの
,D06F  33/08,・・,事実上水力的なもの
,D06F  33/10,・・,事実上気体の作用によるもの
,D06F  35/00,,他に分類されない洗たく機械，装置または方法
,D06F  37/00,,グループＤ０６Ｆ２１／００～Ｄ０６Ｆ２５／００に包含される洗たく機に限定された細部（より一般的に応用される細部Ｄ０６Ｆ３９／００；乾燥のみに関する細部Ｄ０６Ｆ５８／００）
,D06F  37/02,・,回転容器，例．ドラム
,D06F  37/04,・・,水平または傾斜軸周りの回転または振動に適用されるもの
,D06F  37/06,・・・,容器の要素となる肋（ろく）材，昇降機または摩擦手段
,D06F  37/08,・・・,仕切り
,D06F  37/10,・・・,とびら；その取り付け手段
,D06F  37/12,・・,垂直軸周りの回転または振動に適用されるもの
,D06F  37/14,・・・,容器の要素となる肋材，摩擦手段
,D06F  37/16,・・・,仕切り
,D06F  37/18,・・・,とびらまたはカバー；その取り付け手段
,D06F  37/20,・,回転容器，電動機，槽，ケーシングに関する取り付け具，例．弾性的な据え付け具；振動の防止または減衰（振動減衰一般Ｆ１６Ｆ）
,D06F  37/22,・・,水平軸周りに回転または振動する容器を備える機械におけるもの
,D06F  37/24,・・,垂直軸周りに回転または振動する容器を備える機械におけるもの
,D06F  37/26,・,ケーシング；槽
,D06F  37/28,・・,とびら；その取り付け手段
,D06F  37/30,・,駆動装置
,D06F  37/32,・・,定速でのみ容器を回転させるためのもの
,D06F  37/34,・・・,逆転，例．振動
,D06F  37/36,・・,２以上の速度で容器を回転させるためのもの
,D06F  37/38,・・・,逆転
,D06F  37/40,・・,容器およびかく拌器または羽根車の駆動のためのもの，例．交互に駆動するもの
,D06F  37/42,・,安全装置，例．箱体のとびらの開放に応じて容器の回転を停止させる装置
,D06F  39/00,,グループＤ０６Ｆ２１／００～Ｄ０６Ｆ２５／００の洗たく機類に特有でないもの，またはグループＤ０６Ｆ９／００～Ｄ０６Ｆ１９／００またはＤ０６Ｆ２７／００のどの個別形式の洗たく機にも特有でない洗たく機の細部
,D06F  39/02,・,石けんまたは他の洗剤を添加する装置
,D06F  39/04,・,加熱装置
,D06F  39/06,・,泡の発生防止または泡消しのための装置
,D06F  39/08,・,液の供給または排出装置（液状洗剤の供給Ｄ０６Ｆ３９／０２）
,D06F  39/10,・,ろ過装置
,D06F  39/12,・,ケーシング；槽
,D06F  39/14,・・,とびらまたはカバー；その取り付け手段
,D06F  41/00,,すすぎ装置
,D06F  43/00,,揮発性溶剤を用いるドライクリーニング装置（Ｄ０６Ｆ９／００～Ｄ０６Ｆ４１／００が優先）
,D06F  43/02,・,１個の回転清浄容器のみのもの
,D06F  43/04,・,２個以上の回転清浄容器をもつもの
,D06F  43/06,・,内部で清浄対象物が清浄室または槽を通されるもの
,D06F  43/08,・,溶剤の取り扱いおよび再生に関連した装置（ドライクリーニング溶剤の精製装置Ｂ０１Ｄ）
,,,リンネル製品からの脱水；冷間圧延による平滑加工
,D06F  45/00,,２以上の協働するローラを備える絞搾機；類似の冷平滑加工装置
,D06F  45/02,・,圧力がバネ手段により伝えられるもの
,D06F  45/04,・・,手動による急速開放手段をもつもの
,D06F  45/06,・・,自動急速開放手段をもつもの
,D06F  45/08,・,圧力が流体の手段により伝えられるもの
,D06F  45/10,・,３個以上の協働ローラをもつもの
,D06F  45/12,・,洗たく機と結合されたもの
,D06F  45/14,・,洗たく機，卓またはその他の支持具に取りはずし自在の付属品に関する手段をもつもの（平板との結合Ａ４７Ｂ）
,D06F  45/16,・,細部
,D06F  45/18,・・,ローラ回転の駆動または制御装置
,D06F  45/20,・・,ローラに圧力を伝えるトグルまたは他のレバー手段
,D06F  45/22,・・,ローラ
,D06F  45/24,・・,ローラ軸の案内またはさし込み機構；ローラ枠組みを支持するスタンド
,D06F  45/26,・・,排水板；給水または排水板；脱水手段
,D06F  45/28,・・,ローラ間にリンネル製品を導くベルト装置
,D06F  47/00,,リンネル製品を脱水するためのプレス形の装置
,D06F  47/02,・,機械の作動によるラムによるもの
,D06F  47/04,・,流体の作動によるラムによるもの
,D06F  47/06,・,柔軟な仕切板によるもの
,D06F  47/08,・,カバー；その取り付け手段
,D06F  49/00,,工業用に適さない家庭用遠心脱水機または類似の遠心脱水機（遠心分離機一般Ｂ０４Ｂ）
,D06F  49/02,・,回転容器の構造
,D06F  49/04,・,回転容器の駆動
,D06F  49/06,・,回転容器またはケーシングの据え付け具，例．弾性的な据え付け具；振動の防止または減衰（振動減衰一般Ｆ１６Ｆ）
,D06F  49/08,・,流体放出装置
,D06F  51/00,,グループＤ０６Ｆ４５／００～Ｄ０６Ｆ４９／００に分類されない，リンネル製品からの脱水または排水装置
,D06F  51/02,・,捩（ねじ）りによるもの
,,,乾燥；空気乾燥
,D06F  53/00,,衣料の物干し綱；その支持具（衣料用物干し綱を結合させた乾燥機構Ｄ０６Ｆ５７／００；綱の貯蔵，反復繰り出し，回収用支持具または保持具Ｂ６５Ｈ７５／３４；綱，ケーブルＤ０７Ｂ）
,D06F  53/02,・,衣料用物干し綱
,D06F  53/04,・,支持具，例．柱，衣料の物干し綱用支柱（柱一般Ｅ０４Ｈ）
,D06F  55/00,,干物止め
,D06F  55/02,・,枢着された締め具をもつもの
,D06F  57/00,,単なる物干し綱以外の，乾燥または干かされるリンネル製品または衣服の支持手段（加熱または強制空気循環手段との組合せＤ０６Ｆ５８／００，Ｆ２６Ｂ；特殊な被乾燥物の形状を維持させるために適用されるものＤ０６Ｆ５９／００；衣服ハンガー，例．スーツハンガー，Ａ４７Ｇ２５／１４）
,D06F  57/02,・,柱にすえ付けられたもの，例．回転できるようにしたもの
,D06F  57/04,・・,および放射状の腕，例．折りたたみ可能なもの，をもつもの
,D06F  57/06,・,水平の棒に連結された垂直部材を包含するもの
,D06F  57/08,・,折りたたみ式スタンド（Ｄ０６Ｆ５７／０６が優先）
,D06F  57/10,・・,無精ばさみ式
,D06F  57/12,・,壁，天井，暖房器またはその他の物への取り付けに特に適したもの
,D06F  58/00,,家庭用洗たく物の乾燥機（乾燥一般Ｆ２６Ｂ）［２］
,D06F  58/02,・,水平軸周りを回転する乾燥ドラムをもつもの［３］
,D06F  58/04,・・,細部（制御または調整装置Ｄ０６Ｆ５８／２８）［３］
,D06F  58/06,・・・,回転ドラムの支持［３］
,D06F  58/08,・・・,駆動装置［３］
,D06F  58/10,・,加熱または換気手段をもつ乾燥キャビネットあるいは乾燥室［３］
,D06F  58/12,・・,衣類を移動させる，例．無端軌道に沿って，搬送手段をもつもの［３］
,D06F  58/14,・・,折りたたみ式乾燥キャビネット；壁掛けの折りたたみ式フード［３］
,D06F  58/16,・,洗たく物が接触する加熱面をもつもの（Ｄ０６Ｆ５９／００が優先）［３］
,D06F  58/18,・,洗たく機に取外し可能な，または扉に支持された乾燥装置［３］
,D06F  58/20,・,家庭用洗たく物乾燥機の一般的な細部（Ｄ０６Ｆ５９／００が優先）［３］
,D06F  58/22,・・,糸屑捕集装置［３］
,D06F  58/24,・・,凝縮装置［３］
,D06F  58/26,・・,加熱装置，例．ガス加熱機器（Ｄ０６Ｆ５８／１８が優先）［３］
,D06F  58/28,・・,制御または調整（制御または調整一般Ｇ０５）［３］
,D06F  59/00,,特殊な乾燥対象物の形保持に適用される支持具，例．加熱手段を組み込んだもの
,D06F  59/02,・,衣服に対するもの
,D06F  59/04,・・,手袋に対するもの
,D06F  59/06,・・,靴下に対するもの
,D06F  59/08,・,カーテン，テーブル掛け，その他のシート状物に対するもの
,D06F  60/00,,グループＤ０６Ｆ５３／００～Ｄ０６Ｆ５９／００に分類されない乾燥［２００９．０１］
,,,アイロンかけ；プレス
,D06F  61/00,,２以上の協動する加圧ローラを用いるアイロンかけ機
,D06F  61/02,・,２つのローラをもつもの
,D06F  61/04,・,１つのローラを上にした３つ以上のローラをもつもの
,D06F  61/06,・,連続的に配置した対ローラをもつもの
,D06F  61/08,・,１つの中心ローラとそれに協働する多数の周囲ローラをもつもの
,D06F  61/10,・,２つ以上の中心ローラとそれに協働する多数の周囲ローラをもつもの
,D06F  63/00,,固定または運動する平板とそれに協働する１または多数のローラをもつアイロンかけ機（カバーまたはパットＤ０６Ｆ８３／００）
,D06F  63/02,・,固定または運動する平板とそれに協働する２以上のローラをもつもの
,D06F  65/00,,曲面とそれに協働する回転ローラをもったアイロンかけ機
,D06F  65/02,・,１つのローラのみをもつもの
,D06F  65/04,・・,ローラに対して手動または足踏みでベッドを圧迫させるもの
,D06F  65/06,・・,ローラに対して動力でべッドを圧迫させるもの
,D06F  65/08,・・,ベッドに対してローラを圧迫させるもの
,D06F  65/10,・,２以上の曲面とそれに協働する２以上のローラをもつもの
,D06F  67/00,,グループＤ０６Ｆ６１／００，Ｄ０６Ｆ６３／００またはＤ０６Ｆ６５／００に分類されるアイロンかけ機の細部（アイロンかけまたはプレスこてに用いるカバーまたはパットＤ０６Ｆ８３／００）
,D06F  67/02,・,ローラ；その加熱装置
,D06F  67/04,・,リンネル製品の送り装置または延展装置
,D06F  67/06,・,ローラからリンネル製品をはがす装置
,D06F  67/08,・,ベッド；その加熱装置［２］
,D06F  67/10,・,駆動装置［２］
,D06F  69/00,,他に分類されないアイロンかけ機
,D06F  69/02,・,エンドレスまたはその他のアイロンかけもしくはプレスかけベルトまたはエプロンを用いるもの
,D06F  69/04,・,相互に滑動する平面をもつもの
,D06F  71/00,,衣服，リンネル製品またはその他の布帛製品をプレスこてと製品が相互に動かないようにして，加熱プレスする装置；衣服，リンネル製品またはその他の布帛製品を加熱しないでプレスする類似の装置（冷間圧延による平滑加工Ｄ０６Ｆ４５／００；家庭内で使う加熱しないで衣服をプレスする装置Ａ４７Ｇ）
,D06F  71/02,・,すべてが手動または足踏みによって作動されるもの（Ｄ０６Ｆ７１／０８が優先）
,D06F  71/04,・,動力によって作動されるもの（Ｄ０６Ｆ７１／０８が優先）
,D06F  71/06,・・,流体によって作動されるもの
,D06F  71/08,・,１つ以上のプレスこてが連続するプレス操作の間に横に移動するもの（ラウンドリーシステムまたはその装置あるいは機械の配置Ｄ０６Ｆ９５／００）
,D06F  71/10,・・,垂直軸を中心とする揺動によるもの
,D06F  71/12,・・,水平軸を中心とする揺動によるもの
,D06F  71/14,・・,直線運動によるもの
,D06F  71/16,・,プレスまたはプレス台をもつもの（Ｄ０６Ｆ７１／１８が優先）
,D06F  71/18,・,特定の衣服または衣服の部分をプレスする装置（縫い目のプレスＤ０６Ｆ７１／３０）
,D06F  71/20,・・,シャツのプレス
,D06F  71/22,・・,カラーのプレス
,D06F  71/24,・・,カフスのプレス
,D06F  71/26,・・,肩部または首廻り部のプレス
,D06F  71/28,・・,袖，ズボンまたはその他の筒状の衣服または衣服の部分のプレス
,D06F  71/29,・・・,ズボン［４］
,D06F  71/30,・,特に縫い目をプレスする装置
,D06F  71/32,・,細部
,D06F  71/34,・・,加熱装置；蒸気またはその他のガスを供給または除去する装置
,D06F  71/36,・・,プレスこて（特定の衣服またはその部分のプレスに使用するものＤ０６Ｆ７１／１８；カバーまたはパットＤ０６Ｆ８３／００）
,D06F  71/38,・・,送り装置（プレスこての揺動による送りＤ０６Ｆ７１／０８）
,D06F  71/40,・・,プレスされる製品の保持具または伸張具
,D06F  73/00,,成形台，芯体，伸張具または内挿組立台を用い，熱または蒸気を作用させることによって，衣服その他の布帛製品からしわを除去しまたは平滑加工する装置（乾燥目的のための伸張具Ｄ０６Ｆ５９／００；外部圧力手段と結合したものＤ０６Ｆ７１／００；プレスと共に使用する伸張具Ｄ０６Ｆ７１／４０；仕立業のための衣服人台Ａ４１Ｈ；熱を適用しない衣服伸張具Ａ４７Ｇ２５／００）
,D06F  73/02,・,１つ以上の処理室をもつもの［４］
,D06F  75/00,,アイロン
,D06F  75/02,・,外部より加熱されるアイロン；電熱以外，例．固体燃料，蒸気，の手段により内部から加熱されるアイロン
,D06F  75/04,・・,予備加熱体によるもの
,D06F  75/06,・・,アイロンかけされる製品に蒸気または流体を供給する手段をもつもの（Ｄ０６Ｆ７５／３２が優先）
,D06F  75/08,・,内部より電気で加熱されるアイロン
,D06F  75/10,・・,アイロンかけされる製品に蒸気を供給する手段をもつもの（Ｄ０６Ｆ７５／３２が優先）
,D06F  75/12,・・・,蒸気が外部からアイロンに供給された水によって発生されるもの
,D06F  75/14,・・・,蒸気がアイロンに保持された貯槽内の水から発生するもの
,D06F  75/16,・・・・,蒸気を発生させるために貯槽を加熱するもの
,D06F  75/18,・・・・,貯槽から蒸発室に水がゆっくりと，例．滴下，供給されるもの
,D06F  75/20,・・・,アイロンかけする製品に蒸気を噴霧する装置
,D06F  75/22,・・,アイロンかけされる製品に液体を供給する手段をもつもの（Ｄ０６Ｆ７５／１０が優先）
,D06F  75/24,・・,アイロン内の加熱体の配置；熱の分配，熱の伝導または保熱のための装置（電熱一般Ｈ０５Ｂ）
,D06F  75/26,・・,温度調節装置または指示装置（熱応動スイッチＨ０１Ｈ）
,D06F  75/28,・・,電線の取り付け，保護または保持
,D06F  75/30,・,アイロンの特定な外形または形
,D06F  75/32,・,アイロンを蒸気アイロンに変えるための付属品
,D06F  75/34,・,取っ手，取っ手の取り付け具
,D06F  75/36,・,ケース
,D06F  75/38,・,底板（Ｄ０６Ｆ７５／２０が優先）
,D06F  75/40,・,アイロンに付随するスタンドまたは支持具
,D06F  77/00,,アイロンの加圧，持ち上げ，案内のための装置
,D06F  79/00,,アイロンの付属装置
,D06F  79/02,・,アイロンまたはアイロン台に直接取り付けていないスタンドまたは保持具
,D06F  79/04,・,アイロンを外部から加熱するためのストーブまたはその他の加熱手段（ストーブ一般Ｆ２４）
,D06F  79/06,・,アイロンの一部としては組み込まれていない冷却手段
,D06F  81/00,,アイロンかけ台（カバーまたはパットＤ０６Ｆ８３／００；台所用とだなにすえ付けたテーブルと組み合わせたものＡ４７Ｂ；テーブル一般Ａ４７Ｂ；階段に取り付けたものＥ０６Ｃ）
,D06F  81/02,・,折りたたみ式の脚枠をもつもの
,D06F  81/04,・・,高さの調節手段をもつもの
,D06F  81/06,・,独立した支持体，例．壁，に取り付けられるもの
,D06F  81/08,・,加熱，蒸気噴霧，強制通風の手段を兼ね備えたもの
,D06F  81/10,・,上面板
,D06F  81/12,・,そで板；その取り付け手段
,D06F  81/14,・,カバー取り付け手段
,D06F  83/00,,アイロンかけまたはプレスこてに用いるカバーまたはパット
,D06F  85/00,,製品とアイロンまたはプレス面間に介在する独立した部材
,,,他の洗たく装置または方式
,D06F  87/00,,アイロンかけまたはプレスかけする製品に含湿またはその他の状態を与える装置（成形台，芯体，伸張具または内挿組立台を用い，熱または蒸気を作用させることによって，衣服その他の布帛製品からしわを除去しまたは平滑加工する装置Ｄ０６Ｆ７３／００）
,D06F  89/00,,布帛製品のステープル留めをともなうまたはともなわない折り畳み装置［４］
,D06F  89/02,・,着用する布帛製品，例．シャツ［４］
,D06F  91/00,,のり付け装置
,D06F  93/00,,特にラウンドリーに適合する計数，仕分け，印付け装置
,D06F  95/00,,ラウンドリーシステムまたはその装置あるいは機械の配置；移動式洗たく所（Ｄ０６Ｆ３１／００が優先；ラウンドリーの建物Ｅ０４Ｈ）
,D06G,,敷物，袋状物，その他の皮革または繊維の製品または織物の機械式または圧力式清浄；可とう性の筒状または袋状物の内外裏返し（寝台羽根毛の機械的調整または処理Ｂ６８Ｇ３／００）
,D06G   1/00,,敷物，袋状物，その他皮革または繊維製品または織物の打撃，ブラシ掛け等の機械的清浄，圧力式清浄（ブラシＡ４６Ｂ；吸引掃除機Ａ４７Ｌ；家庭用清浄機Ａ４７Ｌ；清掃一般Ｂ０８Ｂ；寝台用羽根毛の清浄装置Ｂ６８Ｇ３／００）
,D06G   3/00,,可とう性の筒状または袋状物の内外裏返し（検査を伴ったものＤ０６Ｈ３／１６）
,D06G   3/02,・,機械的方法によるもの
,D06G   3/04,・,圧搾空気によるもの
,D06G   5/00,,可とう性の筒状または袋状物の内外裏返しと結合した機械式，真空式または圧力式清浄
,D06H,,繊維材料のマーク付け，検査，接合，切断（縫製による接合Ｄ０５Ｂ；製造に付随するものは，関連サブクラスを参照）
,＜索引＞,,マーク付け，測長，検査　１／００，３／００
,,,他に分類されない方法による接合　５／００
,,,切断またはその他の分離のための装置，方法　７／００
,D06H   1/00,,繊維材料のマーク付け；測長または検査に関連したマーク付け
,D06H   1/02,・,なつ染またはなつ染と類似の方法によるマーク付け
,D06H   1/04,・,糸，標識，その他の類似物の付着によるもの
,D06H   3/00,,繊維材料の検査（繊維材料の物理的性質の試験Ｇ０１Ｎ，例．光学的手段を用いた，傷，欠陥，または汚れの有無の検査Ｄ０６Ｈ２１／８８）
,D06H   3/02,・,視覚によるもの（Ｄ０６Ｈ３／１２，Ｄ０６Ｈ３／１４，Ｄ０６Ｈ３／１６が優先）
,D06H   3/04,・・,材料が卓上に支持されるもの
,D06H   3/06,・・,材料がドラムに支持されるもの
,D06H   3/08,・,光電的またはテレビジョン装置によるもの（Ｄ０６Ｈ３／１２，Ｄ０６Ｈ３／１４，Ｄ０６Ｈ３／１６が優先）
,D06H   3/10,・,非光学的装置によるもの（Ｄ０６Ｈ３／１２，Ｄ０６Ｈ３／１４，Ｄ０６Ｈ３／１６が優先）
,D06H   3/12,・,織物のよこ糸位置のゆがみの検出または自動修正
,D06H   3/14,・,布帛中の金属片，例．折れ針または針布針，の検出および除去
,D06H   3/16,・,くつ下，その他の筒状布帛の検査；内外裏返し，等級分け，その他の取り扱いと組み合わさった検査（内外裏返しそれ自体Ｄ０６Ｇ３／００）
,D06H   5/00,,繊維材料の接合
,D06H   7/00,,特に繊維材料の切断またはその他の分離に適した切断またはその他の分離のための装置または方法（ボタン穴あけのための分離Ａ４１Ｈ；手持ち切断工具一般Ｂ２６Ｂ；切断機一般Ｂ２６Ｄ；切断刃以外による切断一般Ｂ２６Ｆ；接合縁の整形，布帛の剪毛，レースまたは刺しゅう布の剪毛，例．けば糸の切断Ｄ０６Ｃ）
,D06H   7/02,・,幅方向に切断するもの（Ｄ０６Ｈ７／１４が優先）
,D06H   7/04,・,長手方向に切断するもの（Ｄ０６Ｈ７／１４が優先）
,D06H   7/06,・・,布耳の除去
,D06H   7/08,・・,筒状布の長手方向切断
,D06H   7/10,・,斜め切断
,D06H   7/12,・・,筒状布のら施状切断
