インデキシングフラグ,記号,ドット,タイトル
,F16D  59/02,・,ばねで付勢されそして機械的，流体または電磁手段によって離脱されるもの
,F16D  61/00,,吸収エネルギを利用する手段をもつブレーキ（Ｆ１６Ｄ５７／００が優先）
,F16D  63/00,,他に規定されないブレーキ；グループＦ１６Ｄ４９／００～Ｆ１６Ｄ６１／００の２つ以上のグループの形式を組み合わせてなるブレーキ（自動締め付けのための補助部材をもつブレーキＦ１６Ｄ４９／２２，Ｆ１６Ｄ５１／６６，Ｆ１６Ｄ５５／５０）
,F16D  65/00,,ブレーキの部品または細部
,F16D  65/02,・,ブレーキ部材；それの装備（摩擦ライニングまたはその取り付けＦ１６Ｄ６９／００）
,F16D  65/04,・・,バンド，シューまたはパッド，そのための枢軸または支持部材［５］
,F16D  65/06,・・・,外面に係合するブレーキ
,F16D  65/08,・・・,内面に係合するブレーキ
,F16D  65/09,・・・・,そのためのピボットまたは支持部材［２］
,F16D  65/092,・・・,軸方向に係合するブレーキ，例．ディスクブレーキのためのもの［５］
,F16D  65/095,・・・・,そのための枢軸または支持部材［５］
,F16D  65/097,・・・・・,パッドと支持部材の間に入れた弾性手段［５］
,F16D  65/10,・・,内面または外面に係合するブレーキ用ドラム
,F16D  65/12,・・,ディスク；ディスクブレーキ用のドラム
,F16D  65/14,・,ブレーキ用の作動機構；定められた位置で作用を起こすための手段（制動制御方式，その部品，Ｂ６０Ｔ）
,＜注＞,,このグループにおいては，ブレーキ作動機構に関するインデキシングコードＦ１６Ｄ１２１／００～Ｆ１６Ｄ１３１／００を追加する。［２０１２．０１］
,F16D  65/16,・・,ブレーキ内またはブレーキ上に配置されたもの
,F16D  65/18,・・・,部材を共に引き寄せることに適合されたもの
,F16D  65/22,・・・,部材を離れるように押すことに適合されたもの
,F16D  65/28,・・,ブレーキから離れて配置されたもの
,F16D  65/38,・,ゆるみ調節装置
,F16D  65/40,・・,機械的なもの
,F16D  65/42,・・・,自動でないもの
,F16D  65/44,・・・・,直接に直線的な調節によるもの（Ｆ１６Ｄ６５／４６，Ｆ１６Ｄ６５／４８が優先）
,F16D  65/46,・・・・,ねじ山およびナットをもつもの
,F16D  65/48,・・・・,偏心したまたはら旋状のものをもつもの
,F16D  65/50,・・・・,ブレーキ制御系の２つの同心的な部分の角度調節のためのもの
,F16D  65/52,・・・,過度の遊びを調節するための１つの方向に自動のもの
,F16D  65/54,・・・・,直接に直線的な調節によるもの（Ｆ１６Ｄ６５／５６，Ｆ１６Ｄ６５／５８が優先）
,F16D  65/56,・・・・,ねじ山およびナットをもつもの
,F16D  65/58,・・・・,偏心したまたはら旋状のものをもつもの
,F16D  65/60,・・・・,ブレーキ制御系の２つの同心的な部分の角度調節のためのもの
,F16D  65/62,・・・,過度の遊びと遊び不足を調節するための両方向に自動のもの
,F16D  65/64,・・・・,直接に直線的な調節によるもの（Ｆ１６Ｄ６５／６６，Ｆ１６Ｄ６５／６８が優先）
,F16D  65/66,・・・・,ねじ山およびナットをもつもの
,F16D  65/68,・・・・,偏心したまたはら旋状のものをもつもの
,F16D  65/70,・・・・,ブレーキ制御系の２つの同心的な部分の角度調節のためのもの
,F16D  65/72,・・,流体圧によるもの
,F16D  65/74,・・・,１つの方向に自動のもの
,F16D  65/76,・・・,両方向に自動のもの
,F16D  65/78,・,冷却に関して特徴があるもの
,F16D  65/80,・・,外面で係合するブレーキ用のもの
,F16D  65/807,・・・,開放冷却方式をもつもの，例．空気により冷却されるもの［２］
,F16D  65/813,・・・,閉鎖冷却方式をもつもの［２］
,F16D  65/82,・・,内面で係合するブレーキ用のもの
,F16D  65/827,・・・,開放冷却方式をもつもの，例．空気により冷却されるもの［２］
,F16D  65/833,・・・,閉鎖冷却方式をもつもの［２］
,F16D  65/84,・・,ディスクブレーキ用のもの
,F16D  65/847,・・・,開放冷却方式をもつもの，例．空気により冷却されるもの［２］
,F16D  65/853,・・・,閉鎖冷却方式をもつもの［２］
,F16D  66/00,,ブレーキの作動状態，例．摩耗または温度，を監視する装置
,F16D  66/02,・,摩耗を指示するための装置
,,,＜見出し終了＞
,F16D  67/00,,継手およびブレーキの組み合わせ；クラッチおよびブレーキの組み合わせ（Ｆ１６Ｄ７１／００が優先；車両の，制動方式及びドライブラインクラッチの関連制御Ｂ６０Ｗ１０／０２，Ｂ６０Ｗ１０／１８）［２］
,F16D  67/02,・,クラッチおよびブレーキの組み合わせ
,F16D  67/04,・・,液体により作動されるもの
,F16D  67/06,・・,電磁的に作動されるもの
,F16D  69/00,,摩擦ライニング；その取り付け；共同的に作用する摩擦材または摩擦面の選択（ブレーキ部材Ｆ１６Ｄ６５／０２）
,F16D  69/02,・,ライニングの構成物（化学的な見地は適切なクラスを参照）
,F16D  69/04,・,ライニングの取り付け
,F16D  71/00,,部材を定められた位置で停止させるための機構（クラッチと結びついたものまたはクラッチを制御するものＦ１６Ｄ４３／２６；定められた位置でブレーキ作用をさせるための手段Ｆ１６Ｄ６５／１４）
,F16D  71/02,・,最終的な動作を起こす補助手段を含むもの
,F16D  71/04,・,複数の位置の間の選択を可能にするもの（Ｆ１６Ｄ７１／０２が優先）
,,,ブレーキ作動機構に関するサブグループＦ１６Ｄ６５／１４～Ｆ１６Ｄ６５／２８についてのインデキシングスキーム［２０１２．０１］
,F16D 121/00,,ブレーキ作動源の種類［２０１２．０１］
,F16D 121/02,・,作動源が流体圧によるもの［２０１２．０１］
,F16D 121/04,・・,ピストン型アクチュエータに作用するもの，例．液体圧用［２０１２．０１］
,F16D 121/06,・・・,ネガティブ作動［２０１２．０１］
,F16D 121/08,・・,膜型のアクチュエータに作用するもの，例．気体圧用［２０１２．０１］
,F16D 121/10,・・・,ネガティブ作動［２０１２．０１］
,F16D 121/12,・・,Ｆ１６Ｄ１２１／０４～Ｆ１６Ｄ１２１／１０に含まれないネガティブ作動［２０１２．０１］
,F16D 121/14,・,作動源が機械的なもの［２０１２．０１］
,F16D 121/16,・・,ネガティブ作動［２０１２．０１］
,F16D 121/18,・,作動源が電磁気力であるもの［２０１２．０１］
,F16D 121/20,・・,電磁力［２０１２．０１］
,F16D 121/22,・・・,ネガティブ作動［２０１２．０１］
,F16D 121/24,・・,電動機［２０１２．０１］
,F16D 121/26,・・・,ネガティブ作動［２０１２．０１］
,F16D 121/28,・・,電歪又は磁歪要素，例．圧電素子［２０１２．０１］
,F16D 121/30,・・・,ネガティブ作動［２０１２．０１］
,F16D 121/32,・,形状記憶要素［２０１２．０１］
,F16D 121/34,・・,ネガティブ作動［２０１２．０１］
,F16D 123/00,,複数作動源の組み合わせ［２０１２．０１］
,＜注＞,,このグループを付与する場合は，作動源の種類ごとにグループＦ１６Ｄ１２１／００の適切なサブグループを付与しなければならない。［２０１２．０１］
,F16D 125/00,,ブレーキ作動機構中の構成要素［２０１２．０１］
,F16D 125/02,・,流体圧によるもの［２０１２．０１］
,F16D 125/04,・・,シリンダ［２０１２．０１］
,F16D 125/06,・・,ピストン［２０１２．０１］
,F16D 125/08,・・,シール，例．ピストンシール［２０１２．０１］
,F16D 125/10,・・,入力側と出力側で異なる断面積のピストンを使って圧力を変えるもの［２０１２．０１］
,F16D 125/12,・・,膜型またはダイヤフラム型［２０１２．０１］
,F16D 125/14,・・,流体が充填された可とう性部材，例．ゴムチューブ［２０１２．０１］
,F16D 125/16,・・,ブリーダ又は流体供給のためのもの［２０１２．０１］
,F16D 125/18,・,機械的なもの［２０１２．０１］
,F16D 125/20,・・,回転－直線運動間の変換［２０１２．０１］
,F16D 125/22,・・・,直線運動の方向と回転運動の回転軸方向とが一致しないもの［２０１２．０１］
,F16D 125/24,・・・・,ラックアンドピニオン［２０１２．０１］
,F16D 125/26,・・・・,クランク［２０１２．０１］
,F16D 125/28,・・・・,カム；カム付きのレバー［２０１２．０１］
,F16D 125/30,・・・・・,複数のカムフォロアを用いるカム，例．Ｓカム［２０１２．０１］
,F16D 125/32,・・・・・,１つのカムフォロアを用いるカム［２０１２．０１］
,F16D 125/34,・・・,直線運動の方向と回転運動の回転軸方向とが一致するもの［２０１２．０１］
,F16D 125/36,・・・・,螺旋カム；ボールランプ［２０１２．０１］
,F16D 125/38,・・・・・,ロータの軸中心に同心的に、複数のカムまたはボールランプを配置したもの［２０１２．０１］
,F16D 125/40,・・・・,ねじ送り機構［２０１２．０１］
,F16D 125/42,・・・・,ラックとウォームギア［２０１２．０１］
,F16D 125/44,・・,回転運動同士の伝達［２０１２．０１］
,F16D 125/46,・・・,相互に係合する部材間の回転運動伝達［２０１２．０１］
,F16D 125/48,・・・・,平行かつ固定された軸間の伝達，例．平歯車［２０１２．０１］
,F16D 125/50,・・・・,平行かつ固定されていない軸間の伝達，例．遊星歯車［２０１２．０１］
,F16D 125/52,・・・・,平行でなく、かつ固定されている軸間の伝達，例．ウォームとベベルギア［２０１２．０１］
,F16D 125/54,・・・・,平行でなく、かつ固定されていない軸間の伝達［２０１２．０１］
,F16D 125/56,・・・,トルクを直接伝達するシャフト［２０１２．０１］
,F16D 125/58,・・,直線運動同士の伝達［２０１２．０１］
,F16D 125/60,・・・,ケーブルまたはチェーン，例．ボーデンケーブル［２０１２．０１］
,F16D 125/62,・・・・,位置固定するためのもの，例．ケーブル端のアタッチメント［２０１２．０１］
,F16D 125/64,・・・,レバー［２０１２．０１］
,F16D 125/66,・・・,楔［２０１２．０１］
,F16D 125/68,・・・,てこに関連する機構，例．力の比率の変化を伴うトグル機構［２０１２．０１］
,F16D 125/70,・・・,ロッド［２０１２．０１］
,F16D 127/00,,補助的な機構［２０１２．０１］
,F16D 127/02,・,解除機構［２０１２．０１］
,F16D 127/04,・・,手動によるもの［２０１２．０１］
,F16D 127/06,・,ロック機構，例．ブレーキ作動機構，解除機構または作動力伝達機構をロックするもの［２０１２．０１］
,F16D 127/08,・,自己倍力する，またはその逆の機構［２０１２．０１］
,F16D 127/10,・・,楔要素を有するもの［２０１２．０１］
,F16D 127/12,・・,追加的な摩擦要素を有するもの［２０１２．０１］
,F16D 129/00,,補助的な機構の作動源の種類［２０１２．０１］
,F16D 129/02,・,その作動源が流体圧によるもの［２０１２．０１］
,F16D 129/04,・,その作動源が機械的なもの［２０１２．０１］
,F16D 129/06,・,その作動源が電磁気力であるもの［２０１２．０１］
,F16D 129/08,・・,電磁力［２０１２．０１］
,F16D 129/10,・・,電動機［２０１２．０１］
,F16D 129/12,・・,電歪又は磁歪要素，例．圧電素子［２０１２．０１］
,F16D 129/14,・,その作動源が形状記憶要素であるもの［２０１２．０１］
,F16D 131/00,,ブレーキ作動機構またはその要素の全体的な配置，例．モジュール構造［２０１２．０１］
,F16D 131/02,・,コントローラの配置［２０１２．０１］
,F16F,,ばね；緩衝装置；振動減衰手段
,＜注＞,,（１）このサブクラスは以下のものを包含する：
,,,―ばね，緩衝装置または振動減衰装置；
,,,―もし特定の装置を包含するサブクラスに分類されなければその特定の装置への配置又はその為の適用［５］
,,,（２）もし特定の装置，例えば以下の装置に関するサブクラスに分類されれば，このサブクラスには，特定装置におけるあるいはその為のばね，緩衝装置または振動減衰装置の配置または適用は包含しない。
,,,Ａ４７Ｃ　２３／００～２７／００　スプリングマットレス
,,,Ａ６３Ｃ　　５／０７５　スキーの防振器
,,,Ｂ６０Ｇ　　車両懸架装置
,,,Ｂ６０Ｒ　１９／２４　車両へのバンパーの取付け
,,,Ｂ６１Ｆ　　鉄道車両懸架装置
,,,Ｂ６１Ｇ　１１／００　鉄道車両または市街車両の緩衝装置
,,,Ｂ６２Ｄ　２１／１５　衝撃吸収手段を有する車台フレーム
,,,Ｂ６２Ｊ　　１／０２　自転車用サドルの弾性的取付け
,,,Ｂ６２Ｋ　２１／０８　ステアリングダンパ
,,,Ｂ６３Ｈ　　１／１５　振動減衰装置を有する船舶用プロペラ
,,,Ｂ６３Ｈ　２１／３０　船舶の推進設備の防振取付
,,,Ｂ６４Ｃ　２５／５８　飛行機の降着装置のばねまたは緩衝装置
,,,Ｂ６５Ｄ　８１／０２　緩衝手段をもつ容器，包装要素または包装体
,,,Ｄ０６Ｆ　３７／２０　洗たく機の弾性的すえ付け
,,,Ｄ０６Ｆ　４９／０６　家庭用遠心脱水機の弾性的すえ付け
,,,Ｆ０３Ｇ　　１／００　ばね原動機
,,,Ｆ２１Ｖ　１５／０４　照明装置の弾性的取り付け
,,,Ｆ４１Ａ　２５／００　後座へ復座する砲架
,,,Ｆ４１Ｂ　　５／２０　アーチェリーの弦のための振動減衰装置
,,,Ｇ０１Ｄ　１１／００　測定に関する指示または記録
,,,Ｇ０１Ｇ　２１／１０　重量測定装置の緩衝装置
,,,Ｇ０４Ｂ　　時計，携帯時計
,,,Ｇ１２Ｂ　　３／０８　器械の可動部の減衰
,,,Ｇ２１Ｃ　　７／２０　原子炉の制御棒の衝撃吸収装置の配置［５］
,＜索引＞,,ばね
,,,摩擦型；流体型；磁力型　１／００，３／００；５／００，９／００；６／００
,,,振動減衰装置または緩衝装置
,,,摩擦型；流体型　７／００，１１／００；９／００，１１／００
,,,ばねと振動減衰装置または緩衝装置とを組み合わせた装置　１３／００
,,,振動防止，釣合い　１５／００
,F16F   1/00,,ばね（流体を用いたものＦ１６Ｆ５／００，Ｆ１６Ｆ９／００）
,F16F   1/02,・,低内部摩擦の鋼鉄またはその他の材料よりなるもの（Ｆ１６Ｆ１／３６が優先）；つる巻きばね，ねじりばね，板ばね，皿ばね，輪ばねまたは類似のばねで，ばねの材料に関連しないもの［６］
,F16F   1/04,・・,つる巻きばね
,F16F   1/06,・・・,円筒表面状に巻いたもの
,F16F   1/08,・・・,おもに円すい表面状に巻いたもの
,F16F   1/10,・・・,実質的に平面状に巻いたうず巻きばね
,F16F   1/12,・・・,付属品，装着部品
,F16F   1/13,・・・・,ばねの機械的または物理的特性を変えるために，巻きの間に挿入物またはスペーサーを入れてあるもの［６］
,F16F   1/14,・・,棒，管よりなるねじりばね
,F16F   1/16,・・・,付属品，装着部品
,F16F   1/18,・・,板ばね
,F16F   1/20,・・・,板ばね間に層，例．減摩材層，またはローラを持つもの
,F16F   1/22,・・・,ばね特性を調節する方法をもつもの
,F16F   1/24,・・・,潤滑；カバー，例．潤滑材を保留するための覆い
,F16F   1/26,・・・,付属品または装着部品（Ｂ６０Ｇ１１／１０が優先）［５］
,F16F   1/28,・・・・,密着したスリーブ内に枢軸する円筒形金属ピンからなるもの
,F16F   1/30,・・・・,ゴム，又は，類似の弾性部材よりなる中間部品をもつもの
,F16F   1/32,・・,カップ状ばね；皿ばね（ダイアフラムＦ１６Ｊ３／００）
,F16F   1/34,・・,輪ばね，すなわち複数の環状体が軸方向荷重を受けるべく半径を異ならせたばね
,F16F   1/36,・,樹脂材料からなるもの，例．プラスチック，ゴム；高内部摩擦をもつ材料よりなるもの
,F16F   1/362,・・,スチールウールまたは圧縮された毛からなるもの［６］
,F16F   1/364,・・,コルク，木材または類似の材料からなるもの［６］
,F16F   1/366,・・,繊維強化樹脂からなるもの［６］
,F16F   1/368,・・・,板ばね［６］
,F16F   1/37,・・,気泡材料よりなるもの，例．スポンジゴム
,F16F   1/371,・・,挿入物または補助伸長部材によって特徴づけられるもの，例．硬くするもの（Ｆ１６Ｆ１／３６６，Ｆ１６Ｆ１／３８７が優先）［６］
,F16F   1/373,・・,特殊な形状をもつことに特徴のあるもの［６］
,F16F   1/374,・・・,球形または類似の形状を有するもの［６］
,F16F   1/376,・・・,すくなくとも一面に突起，スタッド，セレ－ションまたは類似のものを有するもの（Ｆ１６Ｆ１／３８７が優先）［６］
,F16F   1/377,・・・,穴または開口部を有するもの（Ｆ１６Ｆ１／３８７が優先）［６］
,F16F   1/379,・・,ばねの温度を調節する装置によって特徴づけられるもの，例．冷却によるもの［６］
,F16F   1/38,・・,堅い外側スリーブと堅い内側スリーブまたはピンとの間に弾性材料よりなるスリーブをもつもの
,F16F   1/387,・・・,特定方向の剛性を修正する手段を含むもの［６］
,F16F   1/393,・・・,球形または円錐形のスリーブを有するもの［６］
,F16F   1/40,・・,非弾性中間層で分離された同質要素の層よりなるもの
,F16F   1/41,・・・,一般に円錐状に配置した部材からなるもの［６］
,F16F   1/42,・・,応力状態によって特徴付けられるもの
,F16F   1/44,・・・,おもに圧縮により荷重されるもの
,F16F   1/46,・・・,おもに引張りにより荷重されるもの
,F16F   1/48,・・・,おもにねじりにより荷重されるもの
,F16F   1/50,・・・,おもにせん断により荷重されるもの
,F16F   1/52,・・・,組み合わされた応力により荷重されるもの
,F16F   1/54,・・・・,圧縮およびせん断により荷重されるもの
,F16F   3/00,,数個のばねよりなるばね装置，例．所要のばね特性をもたせるためのばね装置（流体ばねを含むものＦ１６Ｆ５／００，Ｆ１６Ｆ１３／００）
,F16F   3/02,・,鋼または低内部摩擦をもつ他の材料よりなるばねをもつもの
,F16F   3/04,・・,つる巻きばねのみよりなるもの
,F16F   3/06,・・・,互いの摩擦により減衰しあうように一方のばねが他のばねの外周に配置されたもの
,F16F   3/07,・・,ガスまたは液体を満たした室と組み合わされたもの
,F16F   3/08,・,高内部摩擦をもつ材料からなるばねをもつもの，例．ゴム
,F16F   3/087,・・,樹脂または類似の材料で作った数個のばねからなる構成単位（Ｆ１６Ｆ１／４０が優先）［６］
,F16F   3/093,・・・,ばねが異なる材料からなるもの，例．異なる種類のゴムを有するもの［６］
,F16F   3/10,・・,低内部摩擦をもつ鋼鉄またはその他の材料で作られたばねと組み合わされたもの
,F16F   3/12,・・・,鋼鉄ばねがゴムばねと接触しているもの，例．それに埋め込まれているもの［６］
,F16F   5/00,,液体が圧縮，例．絞り作用と結合した，によりばねのような作用をする液体ばね；液体ばねを含む装置の組み合わせ
,F16F   6/00,,磁石ばね；流体磁石ばね
,F16F   7/00,,振動減衰装置；緩衝装置（流体を用いるものＦ１６Ｆ５／００，Ｆ１６Ｆ９／００；回転機構に特有のものＦ１６Ｆ１５／１０）
,F16F   7/01,・,遊離粒子間の摩擦を用いるもの，例．砂［６］
,F16F   7/02,・,共に押しつけあう相対的に回転可能な摩擦表面をもつもの（Ｆ１６Ｆ７／０１が優先；部品の１つがばねであればＦ１６Ｆ１３／０２）［６］
,F16F   7/04,・・,回転軸の方向にもつもの
,F16F   7/06,・・,回転軸に垂直または傾いた方向にもつもの
,F16F   7/08,・,互いに直線的に動き得る摩擦表面をもつもの（Ｆ１６Ｆ７／０１が優先）［６］
,F16F   7/09,・・,シリンダ・ピストン型であるもの［６］
,F16F   7/10,・,慣性効果を用いるもの
,F16F   7/104,・・,慣性部材が弾性的に取付けられるもの［６］
,F16F   7/108,・・・,合成樹脂ばね上に取付けられるもの［６］
,F16F   7/112,・・・,流体ばね上に取付けられるもの［６］
,F16F   7/116,・・・,金属ばね上に取付けられるもの［６］
,F16F   7/12,・,部品の可塑的変形を用いるもの
,F16F   7/14,・,ケーブル支持形のもの，すなわち摩擦により取り付けられたループを形成するケーブルを用いるもの
,F16F   9/00,,減衰媒体として流体またはその均等物を用いるばね，振動減衰装置，緩衝装置，またはこれらと同様の機能を持つ組み立てられた運動減衰装置（Ｆ１６Ｆ５／００が優先；膨脹可能な弾性体への弁の取付けＢ６０Ｃ２９／００；流体制動機構をもつドア開閉装置Ｅ０５Ｆ）
,F16F   9/02,・,ガスのみを用いるもの
,F16F   9/04,・・,可撓壁をもつ室の中にあるもの
,F16F   9/05,・・・,可撓壁がローリングダイヤフラム型であるもの［５］
,F16F   9/06,・,ガスおよび液体の両方を用いるもの
,F16F   9/08,・・,可撓壁をもつ室の中にあるもの
,F16F   9/084,・・・,可撓壁内に封じ込められたガスばねからなるもので，その壁が減衰流体と接触していないもの，すなわち，減衰シリンダに外側から取り付けたもの［６］
,F16F   9/088,・・・,シリンダ内の単筒型制振器のピストン棒上または複筒型制振器の内筒に備えられた可撓壁を有するガスばねからなるもの［６］
,F16F   9/092,・・・,複筒型制振器の筒の間に備えられた可撓壁を有するガスばねからなるもの［６］
,F16F   9/096,・・・,制振器の上端または下端に，または制振器とは別に，または制振器の側面に備えられた薄膜型の水と空気の作用による緩衝器からなるもの［６］
,F16F   9/10,・,液体のみを用いるもの；その性質に重要性のない流体を用いるもの
,F16F   9/12,・・,流体中で回転する１つ以上の回転翼をもつ装置で，絞り効果が重要でないもの
,F16F   9/14,・・,室の中で自由に動く１つ以上の部材，例．ピストン，翼，を持つ装置で絞り効果を用いるもの
,F16F   9/16,・・・,有効部分の直線運動のみを含んでいるもの
,F16F   9/18,・・・・,２つ以上の作用空間に分けられている密閉されたシリンダおよびピストンをもつもの
,F16F   9/19,・・・・・,１つのシリンダをもつもの
,F16F   9/20,・・・・・,シリンダの両端を通って伸びているピストン棒をもつもの
,F16F   9/22,・・・・,ピストンまたはプランジャにより密閉され，ただ１つの作用空間をそれぞれ有する１つ以上のシリンダをもつもの
,F16F   9/24,・・・・・,１つのシリンダと，１つのピストンまたはプランジャをもつもの
,F16F   9/26,・・・・・,直列に並んだ２つのシリンダと，共に連結された２つのピストンまたはプランジャをもつもの
,F16F   9/28,・・・・・,並列に並んだ２つのシリンダと，共に連結された２つのピストンまたはプランジャをもつもの
,F16F   9/30,・,減衰媒体として固体または半固体状物，例．糊状物，をもつもの
,F16F   9/32,・,細部
,F16F   9/34,・・,特殊な弁構造（一般的な弁Ｆ１６Ｋ）；絞り口の形，構造
,F16F   9/342,・・・,計量ピンにより作用する絞り口
,F16F   9/344,・・・,渦巻流体通路［６］
,F16F   9/346,・・・,シリンダ壁に配置されたスロットの形をした絞り口
,F16F   9/348,・・・,互いに反対方向に作動する環状円盤形絞り口
,F16F   9/36,・・,ピストン棒の密封装置，案内を含む特殊な密封装置
,F16F   9/38,・・,保護，美観のためのカバー
,F16F   9/40,・・,あわ立ち防止装置
,F16F   9/42,・・,冷却装置
,F16F   9/43,・・,充てん装置，例．ガス供給用
,F16F   9/44,・・,制振器の手動調節方法；温度修正と組み合わせた方法（Ｆ１６Ｆ９／５３，Ｆ１６Ｆ９／５６が優先；温度修正のみＦ１６Ｆ９／５２）［５，６］
,F16F   9/46,・・・,遠隔制御するもの
,F16F   9/48,・・,行程の異なる部分で異なった減衰効果を備えるための調整装置（Ｆ１６Ｆ９／５３，Ｆ１６Ｆ９／５６が優先）［５，６］
,F16F   9/49,・・・,流体通路の制限閉塞，例．水圧閉塞
,F16F   9/50,・・,自動減衰調整装置を備える特殊な方法（Ｆ１６Ｆ９／５３，Ｆ１６Ｆ９／５６が優先）［５，６］
,F16F   9/504,・・・,慣性感知手段［６］
,F16F   9/508,・・・,ピストンの運動速度に感応する手段をもつもの［６］
,F16F   9/512,・・・,制振器への荷重作用または制振器の流体圧力に感応する手段をもつもの［６］
,F16F   9/516,・・・,結果として収縮中の減衰効果が伸長中の減衰効果と異なるもの［６］
,F16F   9/52,・・・,温度変化がある場合（外部調整と結合されたものＦ１６Ｆ９／４４）
,F16F   9/53,・・,流体の粘度を変化させることにより減衰特性を調整する方法，例．電磁気的に［５］
,F16F   9/54,・・,取付部の装置
,F16F   9/56,・・,ばねまたは制振器の長さを調節または固定するための手段，例．行程の終点における［６］
,F16F   9/58,・・,行程制限止め，例．シリンダの外側でピストン棒上に配置されるもの（Ｆ１６Ｆ９／４９が優先）［６］
,F16F  11/00,,流体の摩擦，減衰両作用を用いる振動減衰装置または緩衝装置
,F16F  13/00,,振動減衰装置，緩衝装置，または流体ばねとともに非流体形のばねを含んだばね装置（Ｆ１６Ｆ５／００が優先）
,F16F  13/02,・,ばねと制動手段との摩擦接触により減衰するもの（摩擦作用のつる巻きばねＦ１６Ｆ３／０６）
,F16F  13/04,・,合成樹脂ばねと制振器の両方からなるもの，例．摩擦制振器［６］
,F16F  13/06,・・,制振器が流体制振器であるもの，例．制振器の流体室の壁部分を形成しない合成樹脂ばね（Ｆ１６Ｆ１３／２６が優先）［６］
,F16F  13/08,・・・,制振器の流体室の壁の少なくとも一部分が合成樹脂ばねで形成されているもの（Ｆ１６Ｆ１３／２０～Ｆ１６Ｆ１３／２４が優先）［６］
,F16F  13/10,・・・・,壁のすくなくとも一部が可撓膜または類似のもので形成されているもの（Ｆ１６Ｆ１３／１２～Ｆ１６Ｆ１３／１８が優先）［６］
,F16F  13/12,・・・・,単一室制振器（Ｆ１６Ｆ１３／１４が優先）［６］
,F16F  13/14,・・・・,ブッシュ型式の構成単位［６］
,F16F  13/16,・・・・・,特に軸荷重を受けるのに適合したもの［６］
,F16F  13/18,・・・・,平衡室の位置または形状に特徴のあるもの，例．平衡室が合成樹脂ばねを包囲するかまたは環状であるもの（Ｆ１６Ｆ１３／１４が優先）［６］
,F16F  13/20,・・・,空気ばねからなることに特徴のあるもの（Ｆ１６Ｆ１３／２２が優先）［６］
,F16F  13/22,・・・,動的制振器からなることに特徴のあるもの（慣性効果を用いる制振器それ自体Ｆ１６Ｆ７／１０）［６］
,F16F  13/24,・・・,構成単位の中央部が一つの部材で支持され，構成単位の両端が単一の他の部材で支持されているもの，すなわち，ダブルアクティングマウント［６］
,F16F  13/26,・・,外部状態に感応する調節または調整装置に特徴のあるもの［６］
,F16F  13/28,・・・,とくにブッシュ形式の構成単位に適合するもの（Ｆ１６Ｆ１３／３０が優先）［６］
,F16F  13/30,・・・,流体の粘性を変える手段からなるもの，例．磁性流体または電気粘性流体［６］
,F16F  15/00,,機構の振動防止（乗物座席懸架装置Ｂ６０Ｎ２／５０）；不釣合力，例．運動の結果として生ずる力，を回避または減少させる方法または装置（機械または構造物の静的または動的つり合い試験Ｇ０１Ｍ１／００）
,F16F  15/02,・,非回転機構，例．往復運動機構，の振動防止；回転機構と共に運動しない部材を用いる回転機構の振動防止（積層体Ｂ３２Ｂ；船の振動防止Ｂ６３）
,F16F  15/023,・・,流体手段を用いるもの［６］
,F16F  15/027,・・・,制御装置を含むもの［６］
,F16F  15/03,・・,電磁石による方法を用いるもの（Ｆ１６Ｆ９／５３が優先）［５］
,F16F  15/04,・・,弾性手段を用いるもの（単一の原理を使用した装置またはその取付けＦ１６Ｆ１／００～Ｆ１６Ｆ１３／００）［２］
,F16F  15/06,・・・,金属ばねをもつもの（ゴムばねをもつものＦ１６Ｆ１５／０８）
,F16F  15/067,・・・・,つる巻きばねのみを用いるもの［６］
,F16F  15/073,・・・・,板ばねのみを用いるもの［６］
,F16F  15/08,・・・,ゴムばねをもつもの
,F16F  15/10,・,機構とともに運動する部材を用いることによる回転機構の振動防止（釣合いによるものＦ１６Ｆ１５／２２；変動してまたは間欠的に動くはずみ車をもつものＦ１６Ｈ）
,F16F  15/12,・・,弾性部材または摩擦制動部材を用いるもの，例．回転軸とその上に取付けた軸と相対回転可能な質量の間に用いるもの（Ｆ１６Ｆ１５／１６が優先）［６］
,F16F  15/121,・・・,弾性部材としてばねを用いるもの，例．金属ばね（Ｆ１６Ｆ１５／１３１が優先）［６］
,F16F  15/123,・・・・,つる巻きばね［６］
,F16F  15/124,・・・・,合成樹脂ばね，例．ゴムでできたもの（Ｆ１６Ｆ１５／１２３が優先）［６］
,F16F  15/126,・・・・・,回転軸を取囲む少なくとも一個の環状部材からなるもの［６］
,F16F  15/127,・・・・,他の形式のばねと組合せた合成樹脂ばねを用いるもの［６］
,F16F  15/129,・・・,摩擦減衰手段に特徴のあるもの（Ｆ１６Ｆ１５／１３１が優先）［６］
,F16F  15/131,・・・,回転系が二個以上の軸と相対回転可能な質量からなるもの［６］
,F16F  15/133,・・・・,弾性部材としてばねを用いるもの，例．金属ばね［６］
,F16F  15/134,・・・・・,つる巻きばね［６］
,F16F  15/136,・・・・・,合成樹脂ばね，例．ゴムでできたもの（Ｆ１６Ｆ１５／１３４が優先）［６］
,F16F  15/137,・・・・・,弾性部材が異なる形式の二個以上のばねからなるもの［６］
,F16F  15/139,・・・・,摩擦減衰手段に特徴のあるもの［６］
,F16F  15/14,・・,機構とともに回転し自由振動する部材を用いるもの
