インデキシングフラグ,記号,ドット,タイトル
,G04B   7/00,,通常の巻上げと自動巻上げとが結合されたもの
,G04B   9/00,,巻き状態の管理，例．巻上げ量の指示
,G04B   9/02,・,巻き状態により制御される装置，例．巻き過ぎに対し保護する余裕をもつ装置（香箱内またはその上に装着された巻き過ぎ防止の保護手段Ｇ０４Ｂ１／２０；巻きかぎまたは同種のものに結合された保護手段Ｇ０４Ｂ３／０６；ケースの部分に結合されたものＧ０４Ｂ３／１０；自動巻き装置に結合されたものＧ０４Ｂ５／２４）
,G04B  11/00,,爪装置；停止爪または巻上げ用クラッチ
,G04B  11/02,・,回転部分の動きを一方向のみに許す装置［３］
,G04B  11/04,・・,そのための爪の構造，例．ラチェットを作動させる揺動部材に固定された爪［３］
,,,＜見出し終了＞
,G04B  13/00,,歯車機構
,G04B  13/02,・,歯車；カナ；真；ホゾ（軸受けＧ０４Ｂ３１／００）
,G04B  15/00,,脱進機（電気機械的時計において振動を回転運動に変える電気的または磁気的な手段Ｇ０４Ｃ５／００）
,G04B  15/02,・,調速機構に常時接触しているもの
,G04B  15/04,・・,シリンダー脱進機
,G04B  15/06,・,自由脱進機
,G04B  15/08,・・,レバー脱進機
,G04B  15/10,・,調速機構に一定の衝撃を与えるもの
,G04B  15/12,・,調整（調整用工具Ｇ０４Ｄ１／０２）；レバーもしくは同種のものの振れ角を制限するもの
,G04B  15/14,・,構成部品もしくは構造部分，例．レバーもしくはガンギ車の構造
,G04B  17/00,,振動数安定化機構［３］
,G04B  17/02,・,重力により動く振動体，例．一平面内で振れる振子
,G04B  17/04,・,バネ張力により動く振動体
,G04B  17/06,・・,ひげゼンマイをもつ振動体，例．テンプ
,G04B  17/08,・・,軸方向に伸び縮みするコイルバネをもつ振動体
,G04B  17/10,・・,捩れ薄板または捩れ薄板と同じような動きをするバネをもつ振動体，例．水平面上を振動する重錘
,G04B  17/20,・,振動数安定化機構の補償
,G04B  17/22,・・,温度変化の影響に対するもの（温度変化に無関係な合金Ｃ２２Ｃ）
,G04B  17/24,・・,気圧変化の影響に対するもの
,G04B  17/26,・・,衝撃変化の影響に対するもの
,G04B  17/28,・・,重量の不均衡の影響に対するもの，例．ツールビヨン
,G04B  17/30,・,回転式調速機，例．遠心調速機，羽根車式調速機（打鈴機構用Ｇ０４Ｂ２１／０６）
,G04B  17/32,・,構成部品または構造部分，例．ヒゲ玉，ヒゲ持ち
,G04B  17/34,・・,ひげゼンマイをテンプへ固定するためのもの［３］
,G04B  18/00,,振動数設定機構［３］
,G04B  18/02,・,調整装置；緩急針装置［３］
,G04B  18/04,・,振子，テンプまたは類似のもの，例．ビートを起こすもの，のビートの調節［３］
,G04B  18/06,・・,ヒゲ玉またはヒゲ持ちの設定によるもの［３］
,G04B  18/08,・,構成部分または構造の細部［３］
,,,時刻の指示
,G04B  19/00,,視覚手段による時刻の指示（電球によるものＧ０４Ｃ１７／０２；表示装置一般Ｇ０９）
,G04B  19/02,・,輪列と指針間の歯車装置
,G04B  19/04,・,指針；一つの印または同様のものをもつ円板
,G04B  19/06,・,文字板（時計仕掛けのない時間刻み用Ｇ０４Ｂ４９／０４）
,G04B  19/08,・・,目盛の幾何学的配置
,G04B  19/10,・・,目盛または文字板面の装飾的形状；文字板への目盛の取付け
,G04B  19/12,・・,文字板または目盛用材料の選択
,G04B  19/14,・・,時計の地板への文字板締付け
,G04B  19/16,・・,可動文字板，例．１から１２と１３から２４へ交互に指示するもの
,G04B  19/18,・・,ガラス，ガラス縁または胴上の目盛
,G04B  19/20,・,数を附された帯，円筒，円板または板による指示
,G04B  19/21,・・,円筒［３］
,G04B  19/22,・,各地の標準時を指示するための装置；世界時計
,G04B  19/23,・・,附加的な指針または附加的な指針対によるもの［３］
,G04B  19/24,・,日付け表示時計；時計仕掛けカレンダー
,G04B  19/243,・・,日付け表示体の形状によって特徴づけられたもの［３］
,G04B  19/247,・・・,円板型［３］
,G04B  19/25,・・・・,日付け表示体を手動で設定する装置［３］
,G04B  19/253,・・・・,駆動または解除機構［３］
,G04B  19/257,・・・,円筒型［３］
,G04B  19/26,・,潮汐用，月齢用または同種のもののための指示計をもつ時計
,G04B  19/28,・,決められた時刻を指示するための調節可能な指標または指針
,G04B  19/30,・,文字板または指針の照明
,G04B  19/32,・・,発光性物質によるもの
,G04B  19/34,・,光学的に投影された指針の位置
,G04B  21/00,,聴覚手段による時刻の指示（あらかじめ選定された時刻についてのものＧ０４Ｂ２３／００；電気的聴覚手段によるものＧ０４Ｃ２１／０４；音響発生装置それ自体Ｇ１０）
,G04B  21/02,・,６０分，３０分または１５分に発する定時の打鈴機構
,G04B  21/04,・・,時針車；ラックまたは数取カム；数取カムもしくは同様の制御機構
,G04B  21/06,・・,打鈴機構の部品，例．ハンマーまたは羽根車式調速機
,G04B  21/08,・・,音響体；笛；演奏機構（電気的可聴発振器Ｇ０４Ｃ２１／００）
,G04B  21/10,・・,定時の打鈴を解除または制止するもの，例．夜間休止用
,G04B  21/12,・・,繰返し時計
,G04B  21/14,・・,時計仕掛けによる打鈴機構の巻上げ；打鈴機構による時計仕掛けの巻上げ
,G04B  23/00,,あらかじめ選定された時刻に聴覚的信号を発生する装置（目覚し信号を電気的に解除するものＧ０４Ｃ２１／００；メトロノームＧ０４Ｆ５／０２；音響発生装置それ自体Ｇ１０）
,G04B  23/02,・,目覚し時計
,G04B  23/03,・・,目覚し信号停止装置［３］
,G04B  23/04,・・,あらかじめ選定された時刻の精粗設定機構をもつもの
,G04B  23/06,・・,信号自動停止機構をもちいくつかの選定時刻に調節可能なもの
,G04B  23/08,・・,再設定することなく連日作動するもの；２４時間毎に唯一度作動するもの
,G04B  23/10,・・,予鈴つき；反復信号つき；音量可変つき
,G04B  23/12,・・,目覚付懐中時計または腕時計（皮膚への刺激により信号を伝えるものＧ０４Ｂ２５／０４）
,G04B  25/00,,他の手段または結合された手段により時刻を指示するもの（電気的もしくは電気機械的指示Ｇ０４Ｃ）
,G04B  25/02,・,触覚によるもの；盲人用時計
,G04B  25/04,・・,皮膚への刺激装置をもつ時計
,G04B  25/06,・,動作体によるもの，例．鳩時計，トランペット時計
,G04B  27/00,,時刻表示手段を設定する機械的な装置
,G04B  27/02,・,巻上げ手段の利用によるもの
,G04B  27/04,・・,クラッチ車をもつもの
,G04B  27/06,・・,ロッキングバーをもつもの
,G04B  27/08,・,ケース部材の使用によるもの
,,,枠組み，支持，または時計仕掛け部材の相互配置，“キャリバー”と称呼されるもの
,G04B  29/00,,枠組み
,G04B  29/02,・,地板；受板；テンプ受け
,G04B  29/04,・,連結または支持部材
,G04B  31/00,,軸受け；点懸垂または対向点懸垂；ピポット軸受け；軸受け用単部材（軸受け一般Ｆ１６Ｃ）
,G04B  31/004,・,使用される材料によって特徴づけられたもの［３］
,G04B  31/008,・・,宝石軸受（Ｇ０４Ｂ３１／０４が優先）［３］
,G04B  31/012,・・,金属軸受け［３］
,G04B  31/016,・・,プラスチック軸受け［３］
,G04B  31/02,・,耐震軸受け
,G04B  31/04,・・,穴石と受石を有するもの［３］
,G04B  31/06,・,製造または組立てプロセス［３］
,G04B  31/08,・,潤滑［３］
,G04B  33/00,,キャリバー
,G04B  33/02,・,円形キャリバー
,G04B  33/04,・,非円形キャリバー
,G04B  33/06,・,極めて薄い形状のもの
,G04B  33/08,・,輪列が異なる面内に組み込まれるもの，例．相互に平行または傾斜したもの（Ｇ０４Ｂ３３／１０が優先）
,G04B  33/10,・,文字板中央に秒針をもつもの
,G04B  33/12,・,極長時間作動用
,G04B  33/14,・,ゼンマイまたは香箱が簡単に取外し得るキャリバー（ゼンマイＧ０４Ｂ１／１４；香箱，軸Ｇ０４Ｂ１／１６）
,G04B  33/16,・,ゼンマイを破断した時破壊から時計仕掛けを保護する装置をもつもの
,G04B  35/00,,輪列，例．軸のガタ，歯車の噛み合い深さ，を調節するもの
,,,外部からの損傷に対する時計仕掛けの保護
,G04B  37/00,,ケース
,G04B  37/02,・,真空のケース；気体または液体を満たしたケース；湿気もしくはほこりを吸収しまたは固まらせる材料を封入したケース
,G04B  37/04,・,ケース内への時計仕掛けの組込み；緩衝組込み
,G04B  37/05,・・,懐中または腕時計の固定組込み［３］
,G04B  37/06,・,ケースを貫通して巻真の通路を設けたもの；分割巻真
,G04B  37/08,・,穴部，接目，通路，すきまの密封
,G04B  37/10,・・,巻真のもの
,G04B  37/11,・・,懐中または腕時計の裏蓋についてのもの［３］
,G04B  37/12,・,特殊目的用ケース，例．指輪つき時計，ボタンつき時計（時計防護物または保護物Ａ４５Ｃ１１／１０，Ａ４５Ｃ１１／１２；化粧粉入れつき時計Ａ４５Ｄ３３／３０）
,G04B  37/14,・,ケースの一部としての範囲内での時計用懸垂装置，支持体またはスタンド（腕時計バンドまたは腕時計バンド用取付手段Ａ４４Ｃ５／００）
,G04B  37/16,・・,ケースの腕輪への装着［３］
,G04B  37/18,・,懐中または腕時計のためのもの（Ｇ０４Ｂ３７／０２～Ｇ０４Ｂ３７／１６が優先）［３］
,G04B  37/20,・・,ちょうつがい式カバーまたはちょうつがい式裏蓋を有するもの［３］
,G04B  37/22,・,懐中または腕時計ケース材料または製造プロセス［３］
,G04B  39/00,,携帯時計のガラス；ガラスの締付けまたは密封；置掛時計のガラス
,G04B  39/02,・,クリスタルまたはガラスの密封［３］
,G04B  41/00,,運送中に使用するための振子，チャイムまたは類似のものを固定または保持する装置
,G04B  43/00,,外部的影響，例．磁界，に対する遮蔽または他の手段による時計仕掛けの保護
,,,特別な特徴をもつ時計
,G04B  45/00,,指示手段またはケースが特殊な効果，例．美的効果，を発揮する時計（文字板の装飾形状Ｇ０４Ｂ１９／１０）
,G04B  45/02,・,時計仕掛けの一部または全部が見える時計
,G04B  45/04,・,駆動部の見えない時計，例．回転ガラス円板に取付けられた指針をもつもの
,G04B  47/00,,時計の作動または等時性を妨げることのない他の部品と結合された時計（Ｇ０４Ｂ３７／１２が優先；時刻表示装置をもつ筆記具または製図具Ｂ４３Ｋ２９／０８７；自動車用鏡と結合したものＢ６０Ｒ１／１２；カメラ，映写機または写真焼付け用装置と結合したものＧ０３Ｂ２９／００）
,G04B  47/02,・,鏡，絵，家具その他の家財道具の内部への装着
,G04B  47/04,・,装身具または娯楽具に取り付けられたもの
,G04B  47/06,・,測定器具に取り付けられたもの，例．歩度計，気圧計，温度計，ら針盤
,,,＜見出し終了＞
,G04B  49/00,,太陽，月または星の位置を利用する時計
,G04B  49/02,・,日時計
,G04B  49/04,・・,文字板の目盛または形状
,G04B  99/00,,このサブクラスの他のグループに分類されない主題事項［８］
,G04C,,電気機械時計または携帯電気機械時計（時計または携帯時計の機械部分一般Ｇ０４Ｂ；可動部分を持たない電子時計，タイミングパルスを発生するための電子回路Ｇ０４Ｇ）
,＜注＞,,このサブクラスは時計の電気巻上げまたは電気接点を備えたもののような機械的駆動の時計または携帯時計の電気的特徴を有するものを包含する。
,＜索引＞,,機械的時計の電気巻上げ　１／００
,,,電気機械時計の運動機構；電気的または電磁的脱進機　３／００，５／００
,,,時刻の指示
,,,光学的；音響的手段　１７／００，１９／００；２１／００
,,,時刻合せ　９／００
,,,電源　１０／００
,,,同期化；親子時計方式；同期電動機時計　１１／００；１３／００；１５／００
,,,予定の時刻に装置を操作する時計　２３／００
,,,このサブクラスの他のグループに分類されない主題事項　９９／００
,,,電気巻上げ式機械時計；独立電気時計
,G04C   1/00,,電気巻上げ式機械時計（機械巻上げ式Ｇ０４Ｂ３／００）
,G04C   1/02,・,電磁石によるもの
,G04C   1/04,・,回転または往復運動をする電動機によるもの
,G04C   1/06,・・,ばねを巻き上げるもの
,G04C   1/08,・・,重錘を巻き上げるもの
,G04C   1/10,・,巻き過ぎ保護（機械時計の巻き過ぎ保護Ｇ０４Ｂ１／２０，Ｇ０４Ｂ３／０６，Ｇ０４Ｂ３／１０）
,G04C   1/12,・・,ばねの巻き過ぎ保護
,G04C   1/14,・・,重錘の巻き過ぎ保護
,G04C   3/00,,他の時計に無関係で，運動が電気的手段によって保たれる電気機械時計または携帯電気機械時計（同期電動機によって駆動される時計Ｇ０４Ｃ１５／００）
,G04C   3/02,・,運動が振子によって調速されるもの
,G04C   3/027,・・,電源と振子との電磁気的結合を使用するもの（Ｇ０４Ｃ３／０３３が優先）［３］
,G04C   3/033,・・,ねじり振子を使用するもの；円すい振子を使用するもの（構造Ｇ０４Ｂ１７／００）［３］
,G04C   3/04,・,運動がテンプによって調速されるもの
,G04C   3/06,・・,電源とテンプとの電磁気的結合を使用するもの［３］
,G04C   3/08,・,運動が振子やテンプ以外の機械振動子によって調速されるもの，例．音叉によるもの［３］
,G04C   3/10,・・,電磁気的手段によって駆動されるもの［３］
,G04C   3/12,・・,圧電手段によって駆動されるもの；磁わい手段によって駆動されるもの［３］
,G04C   3/14,・,ステップモータを組み込んだもの（Ｇ０４Ｃ３／０２～Ｇ０４Ｃ３／１２が優先）［３］
,G04C   3/16,・,連続回転する電動機を組み込んだもの（Ｇ０４Ｃ３／０２～Ｇ０４Ｃ３／１２が優先）［３］
,G04C   3/18,・,電気―熱駆動手段または電気一気体圧駆動手段を組み込んだもの［３］
,G04C   5/00,,振動を回転運動に変換するための時計における電気的または磁気的手段，すなわち電気的または磁気的脱進機（調整機Ｇ０４Ｃ３／００）［３］
,G04C   9/00,,時刻表示手段を設定するための電気的作動装置（子時計のものＧ０４Ｃ１３／０３；電波時計Ｇ０４Ｒ）［３］
,G04C   9/04,・,駆動手段を抑制することによるもの［３］
,G04C   9/06,・,駆動手段を切り離すことによるもの（抑制手段と結合されるものＧ０４Ｃ９／０４）［３］
,G04C   9/08,・,電気的駆動によるもの［３］
,G04C  10/00,,時計における電源装置［３］
,G04C  10/02,・,電源が放射性エネルギー源であるもの［３］
,G04C  10/04,・,電源の状態を表示する手段をもつもの［３］
,,,電気時計装置；親子時計方式；同期電動機時計
,G04C  11/00,,独立して駆動される時計の同期化（電波時計Ｇ０４Ｒ）
,G04C  11/04,・,伝送線によるもの（電話網を用いて時刻信号を伝送するものＨ０４Ｍ１１／０６）
,G04C  11/06,・,時刻表示手段を直接機械的に作動させる手段をもつもの［３］
,G04C  11/08,・,電磁石または電動機を使用するもの［３］
,G04C  13/00,,親時計による時計駆動機構
,G04C  13/02,・,回路構成；電気時計装置
,G04C  13/03,・・,子時計の時刻表示を設定するための付加的な手段をもつパルス伝送システム［３］
,G04C  13/04,・・,親時計
,G04C  13/06,・・・,接続機構（複数の時計を同時に巻き上げるものＧ０４Ｃ１／００）
,G04C  13/08,・,間けつ的に作動される子時計
,G04C  13/10,・・,電気機械式歩進機構によるもの
,G04C  13/11,・・・,回転する電機子をもつもの［３］
,G04C  13/12,・・,連続回転する電動機によるもの［３］
,G04C  13/14,・・,電気的に解除される機械式駆動機構によるもの
,G04C  15/00,,同期電動機によって駆動される時計
,,,電気的な時刻表示または時刻信号の発信
,G04C  17/00,,電気的手段による光学的時刻表示（Ｇ０４Ｃ１９／００が優先；液晶材料Ｃ０９Ｋ１９／００；機械的手段によるものＧ０４Ｂ１９／００，Ｇ０４Ｂ１９／２０）［３］
,G04C  17/02,・,電球によるもの
,G04C  19/00,,定時刻に，電気的手段によって光学的時刻信号を発生するもの
,G04C  19/02,・,電球によるもの
,G04C  19/04,・,電気的に駆動される表示体によるもの，例．表示板，表示帯
,G04C  21/00,,電気的手段によって音響的時刻信号を発生するもの
,G04C  21/02,・,構造の細部（Ｇ０４Ｃ２１／０４，Ｇ０４Ｃ２１／１６が優先）
,G04C  21/04,・,時刻の表示（音響的な時刻表示Ｇ０４Ｂ２１／００）
,G04C  21/06,・・,打鈴機構によるもの
,G04C  21/08,・・・,数取カムを持つもの
,G04C  21/10,・・・,数取車を持つもの
,G04C  21/12,・・,電気―音響的手段によるもの
,G04C  21/14,・・・,電気―音響的時刻告知，すなわち音声による時刻の告知
,G04C  21/16,・,可調節定時刻に信号を発生するもの
,G04C  21/18,・・,電気―機械式振動子，例．電気的駆動手段の漏洩磁束によって作動される振動子，を機械的に解除するもの
,G04C  21/20,・・,接点を閉じることによって電気―機械式警報器を鳴らすもの
,G04C  21/22,・・・,機械式警報仕掛けの軸によって作動状態に入るもの
,G04C  21/24,・・・,機械式警報仕掛けのスプリングによって作動状態に入るもの
,G04C  21/26,・・・,機械式警報仕掛けの動作によって生ずる振動によって作動状態に入るもの
,G04C  21/28,・・,接点を閉じることによって電気―音響式手段を作動状態に入れるもの，例．音楽によって目をさまさせるもの
,G04C  21/30,・・,異なる時刻に多数の動作をするもの，例．学校のベルを鳴らすもの
,G04C  21/32,・・・,異なる時刻に，多数の場所のおのおのに表示を与えるもの，例．ホテルの警報方式
,G04C  21/34,・・,腕時計または類似携帯時計につける装置
,G04C  21/36,・・,信号繰返し装置
,G04C  21/38,・・,信号の持続時間を調節するもの
,,,＜見出し終了＞
,G04C  23/00,,あらかじめ選定された時刻に，またはあらかじめ選定された時間間隔の後に任意装置を操作するところの取り付けられたまたは組み込まれた手段をもつ時計（電気的手段によって音響的時間信号を発生するものに限られるものＧ０４Ｃ２１／００；機械的警報時計Ｇ０４Ｂ２３／０２；予定の時間間隔を区切るためにセットおよびスタートができる装置Ｇ０４Ｆ３／０６；プログラム完了後に自動的に操作を終了するための時限スイッチまたは時限プログラムスイッチＨ０１Ｈ４３／００）
,G04C  23/02,・,構造の細部
,G04C  23/04,・・,ハウジング，支持，遮へい，または類似固定部分
,G04C  23/06,・・,駆動または調整手段
,G04C  23/08,・・,プログラム手段
,G04C  23/10,・・,関連装置を操作し，または関連装置の操作を開始する任意要素を作動させるもの
,G04C  23/12,・・,電気回路
,G04C  23/14,・,時刻に関連して操作を行うために，連続的に動作する機構
,G04C  23/16,・・,１つのあらかじめ選定された時刻に，または１つの可調節時間間隔の間にのみ作動するもの
,G04C  23/18,・・,多数の異なる時刻に１つの装置を操作するもの
,G04C  23/20,・・・,時計の指針または類似形状の要素によって操作され，または形成される接点を持つもの
,G04C  23/22,・・・,円板によって送られる作動要素を持つもの
,G04C  23/24,・・・・,他の要素を機械的に制御する作動要素
,G04C  23/26,・・,異なる時刻に多数の装置を操作するもの
,G04C  23/28,・・・,時計の指針または類似形状の要素によって操作され，または形成される接点をもつもの
,G04C  23/30,・・・,円板によって送られる作動要素を持つもの
,G04C  23/32,・・・・,他の要素を機械的に制御する作動要素
,G04C  23/34,・・,プログラムを自動的に修正できるもの，例．日曜日に
,G04C  23/36,・・・,外部の作用によるもの
,G04C  23/38,・,スタートする時刻に無関係に，選択された時間間隔を測定する機構
,G04C  23/40,・・,連続的に動作する機構を使用するもの
,G04C  23/42,・・,１つの時間間隔の終りにのみ作動するもの
,G04C  23/44,・・・,多数のプリセットされた時間間隔から選択できるもの
,G04C  23/46,・・・,時間間隔が調節できるもの（Ｇ０４Ｃ２３／４４が優先）
,G04C  23/48,・・,一連の時間間隔の終りに作動するもの
,G04C  23/50,・・,外部の作用によって時間間隔を修正できるもの
,G04C  99/00,,このサブクラスの他のグループに分類されない主題事項［８］
,G04D,,時計または携帯時計の製作または維持に使用するために特別に設計された装置または工具
,＜索引＞,,手工具または工作機械　１／００，３／００
,,,注油装置　５／００
,,,計測または試験器具　７／００
,,,脱磁装置　９／００
,,,このサブクラスの他のグループに分類されない主題事項　９９／００
,G04D   1/00,,握り，把持，または支持装置
,G04D   1/02,・,ピンセット；時計製造業者用の万力，またはその他の特殊手工具
,G04D   1/04,・,ばねを組み込む工具
,G04D   1/06,・,時計仕掛けまたは時計の部品を支持する装置
,G04D   1/08,・,指針の取付けまたは取外し工具
,G04D   1/10,・,時計の裏蓋または表蓋を開閉する装置
,G04D   3/00,,時計製造業者または修理業者が使用する加工用機械または工具
,G04D   3/02,・,１つまたはそれ以上の支承を持つ旋盤；１つまたはそれ以上の支承を持つ研磨盤
,G04D   3/04,・,軸受石，軸受枠，または類似物を所定位置へはめこむ装置
,G04D   3/06,・,時計ガラスの形削りまたは取付け装置
,G04D   3/08,・,洗浄用機械または装置
,G04D   5/00,,給油装置；時計製造業者用の特殊給油容器
,G04D   7/00,,測定，計数，較正，試験，または調整装置
,G04D   7/02,・,ぜんまい用
,G04D   7/04,・,歯車装置用
,G04D   7/06,・,脱進機用
,G04D   7/08,・,テンプ輪用
,G04D   7/10,・,ひげぜんまい用
,G04D   7/12,・,振動体の歩度を標準と比較する時計または携帯時計の測時装置
,G04D   9/00,,消磁装置
,G04D  99/00,,このサブクラスの他のグループに分類されない主題事項［８］
,G04F,,時間間隔の測定（パルス特性の測定Ｇ０１Ｒ，例．Ｇ０１Ｒ２９／０２；レーダまたは類似方式におけるものＧ０１Ｓ；メーザＨ０１Ｓ１／００；振動の発生Ｈ０３Ｂ；パルスの発生または計数，周波数分割Ｈ０３Ｋ；アナログ／デジタル変換一般Ｈ０３Ｍ１／００）［２］
,＜注＞,,このサブクラスは以下のものを包含する：
,,,―あらかじめ設定された時間間隔に計り分けるための装置；［２］
,,,―時間標準のような間隔を作り出すための装置，例．メトロノーム；［２］
,,,―未知の間隔を測定するための装置，例．短時間間隔測定のための精密測定方式［２］
,＜索引＞,,予め定められた時間間隔を測定するもの
,,,時間標準を発生するもの　５／００
,,,装置：駆動機構を持たないもの；駆動機構をもつもの　１／００；３／００
,,,未知の時間間隔を測定するもの
,,,機械的；電子機械的；電気的；その他　７／００；８／００；１０／００；１３／００
,G04F   1/00,,駆動機構を持たない，予定または調節可能な固定時間間隔を区切るためにセットおよびスタートができる装置，例．エッグタイマー（プログラム完了後に自動的にその操作を終了する時限または時限プログラムスイッチＨ０１Ｈ４３／００）
,G04F   1/02,・,一定量の物質を消費するもの，例．ろうそくの燃焼によるもの
,G04F   1/04,・,重力による運動または加速によるもの
,G04F   1/06,・・,一定量の微粒子状物質または液体の流出によるもの，例．砂時計，水時計
,G04F   1/08,・・,一定距離の空気中または粘性物質中を落下する物体によるもの
,G04F   3/00,,駆動機構を持つ，予定または調節可能な固定時間間隔を区切るためにセットおよびスタートができる装置，例．時計仕掛けを持つ放射線量計（プログラム完了後に自動的にその操作を終了する時限または時限プログラムスイッチＨ０１Ｈ４３／００）
,G04F   3/02,・,機械的駆動機構を持つもの
,G04F   3/04,・・,普通の非電気時計に結合した付加装置
,G04F   3/06,・,電気的駆動機構を持つもの
,G04F   3/08,・・,普通の電気時計に結合した付加装置
,G04F   5/00,,時間標準として使用するあらかじめ選定された時間間隔を発生するための装置（電気的デジタル計算機のためのクロック信号の発生Ｇ０６Ｆ１／０４；発振器の自動周波数制御または安定化一般Ｈ０３Ｌ）
,G04F   5/02,・,メトロノーム
,G04F   5/04,・,電気機械的共振器を有する振動子を用いるもの［２］
,G04F   5/06,・・,ピエゾ電気共振器を用いるもの［２］
,G04F   5/08,・・,磁わい共振器を用いるもの［２］
,G04F   5/10,・,電気的または電子的共振器を用いるもの（Ｇ０４Ｆ５／１４が優先）［２］
,G04F   5/12,・,流体的装置を用いるもの［２］
,G04F   5/14,・,原子時計を用いるもの［２］
,G04F   5/16,・,ラジオアイソトープにより発生したパルスを用いるもの［２］
,G04F   7/00,,非電気的手段によって未知時間間隔を測定する装置（Ｇ０４Ｆ１３／０６が優先）［２］
,G04F   7/02,・,落下体の落下距離または最終速度を測定するもの
,G04F   7/04,・,機械的振動子を用いるもの［２］
,G04F   7/06,・・,被測定時間間隔の期間のみ動作するもの，例．ストップウォッチ
,G04F   7/08,・・,停止装置を持つ時計，例．クロノグラフ
,G04F   7/10,・,起動，停止のために時計とは別個に使用される手段［２］
,G04F   8/00,,電気機械的手段によって未知時間間隔を測定する装置［２］
,G04F   8/02,・,電気機械的振動子を用いるもの［２］
,G04F   8/04,・・,ピエゾ電気振動子を用いるもの［２］
,G04F   8/06,・・,磁わい振動子を用いるもの［２］
,G04F   8/08,・,起動，停止のために時計とは別個に使用される手段［２］
,G04F  10/00,,電気的手段によって未知時間間隔を測定する装置［２］
,G04F  10/02,・,受動電気共振器，例．集中定数ＬＣ，を有する振動子を用いるもの［２］
,G04F  10/04,・,パルスまたは交流の半周期の計数によるもの［２］
,G04F  10/06,・,位相の測定によるもの［２］
,G04F  10/08,・,ラジオアイソトープにより発生したパルスを用いるもの［２］
,G04F  10/10,・,時間に比例して変化する電気量または磁気量の測定によるもの［２］
,G04F  13/00,,グループＧ０４Ｆ５／００～Ｇ０４Ｆ１０／００までに分類されない手段によって未知時間間隔を測定する装置［２］
,G04F  13/02,・,光学的手段を用いるもの［２］
,G04F  13/04,・,電気化学的手段を用いるもの［２］
,G04F  13/06,・,流体的手段を用いるもの［２］
,G04G,,電子時計［３］
,＜注＞,,（１）このサブクラスは以下のものを包含する：
,,,―可動部分をもたない電子時計；［３］
,,,―使用される時刻表示手段の種類にかかわりなくタイミングパルスを発生する電子回路［３］
,,,（２）このサブクラスは可動部分を有する電子時計を包含せず，これはサブクラスＧ０４Ｃに包含される。［３］
,＜索引＞,,タイミングパルスの発生　３／００
,,,時刻の設定；同期調整　５／００；７／００
,,,時刻または日付の表示
,,,視覚的；光学的信号；音響的信号　９／００；１１／００；１３／００
,,,あらかじめ選定された時刻で装置を操作するもの　１５／００
,,,構造上の細部；ハウジング　１７／００
,,,電力供給回路　１９／００
,,,時計に統合された入出力装置　２１／００
,,,他の主題　９９／００
,G04G   3/00,,タイミングパルスの発生（ステップモーターの駆動回路Ｇ０４Ｃ３／１４；時間標準として使用されるあらかじめ選定された時間間隔の発生Ｇ０４Ｆ５／００；パルス技術一般Ｈ０３Ｋ；発生器の制御，同期または安定化一般Ｈ０３Ｌ）［３］
,G04G   3/02,・,高周波パルスから低周波タイミングパルスを導出する回路（パルス周波数分割器一般Ｈ０３Ｋ２３／００～Ｈ０３Ｋ２９／００）［３］
,G04G   3/04,・,温度補正装置［７］
,G04G   5/00,,表示時刻の設定，すなわち修正または変更（電波時計Ｇ０４Ｒ）［３，２０１３．０１］
,G04G   5/02,・,単位時間当りのパルス数の一時的変更によるもの，例．早送り方法［３］
,G04G   5/04,・,各表示値，例．日付，時刻，を独立して設定することによるもの［３］
,G04G   7/00,,同期化（電波時計Ｇ０４Ｒ）［３］
,G04G   9/00,,時刻または日付の視覚的表示手段［３］
,G04G   9/02,・,多数の文字から所望の文字を選択することによるものまたは位置により時刻を表す表示素子を選択することによるもの，例．マルチプレックス技術の使用によるもの［３］
,G04G   9/04,・・,光源，例．発光ダイオード，を制御することによるもの［３］
,G04G   9/06,・・,光弁，例．液晶，を使用するもの［３］
,G04G   9/08,・,表示素子の組合せを使用して文字を構成することによるもの，例．マルチプレックス技術を使用することによるもの［３］
,G04G   9/10,・・,光源，例．発光ダイオード，を制御することによるもの［３］
,G04G   9/12,・・,光弁，例．液晶，を使用するもの［３］
,G04G  11/00,,あらかじめ選定された時刻に光学的信号を発生するもの［３］
,G04G  13/00,,音響的時刻信号を発生するもの［３］
,G04G  13/02,・,あらかじめ選定された時刻に音響的時刻信号を発生するもの，例．アラームクロック［３］
,G04G  15/00,,あらかじめ選定された時刻に，またはあらかじめ選定された時間間隔の後に操作される手段からなる時計（Ｇ０４Ｇ１１／００，Ｇ０４Ｇ１３／００が優先；パルス遅延回路Ｈ０３Ｋ５／１３；電子的時間遅延スイッチＨ０３Ｋ１７／２８；プログラム完了後に自動的にその操作を終了する電子的時限プログラム・スイッチＨ０３Ｋ１７／２９６；テレビ信号を記録するための時間プログラミングＨ０４Ｎ５／７６１）［３］
,G04G  17/00,,構造上の細部；ハウジング（電波時計の構造上の細部，例．アンテナＧ０４Ｒ６０／００）［７，２０１３．０１］
,G04G  17/02,・,構成部品の組立［７］
,G04G  17/04,・・,電子部品の搭載［７］
,G04G  17/06,・・,電気接続要素，例．電導性エラストマー［７］
,G04G  17/08,・,ハウジング［７］
,G04G  19/00,,電子時計に使うために，特に適合させた電力供給回路［７］
